organ_type	drug_name	toxicity_label
Hepatic	sofosbuvir	1
Hepatic	benzocaine	1
Hepatic	clorazepate	1
Hepatic	josamycin	1
Hepatic	enoxaparin	1
Hepatic	meropenem	1
Hepatic	acetaminophen	1
Hepatic	butalbital	1
Hepatic	bromhexine	1
Hepatic	topiramate	1
Hepatic	fosphenytoin	1
Hepatic	lamivudine	1
Hepatic	anastrozole	1
Hepatic	acamprosate	1
Hepatic	valganciclovir	1
Hepatic	meprobamate	1
Hepatic	codeine	1
Hepatic	promethazine	1
Hepatic	diltiazem	1
Hepatic	aminophylline	1
Hepatic	isoflurane	1
Hepatic	pyridoxine	1
Hepatic	captopril	1
Hepatic	etonogestrel	1
Hepatic	olanzapine	1
Hepatic	alendronate	1
Hepatic	lopinavir	1
Hepatic	aluminum hydroxide	1
Hepatic	aspirin	1
Hepatic	calcium chloride	1
Hepatic	mosapride	1
Hepatic	methylprednisolone	1
Hepatic	leucovorin	1
Hepatic	isradipine	1
Hepatic	pancuronium	1
Hepatic	fenofibrate	1
Hepatic	glycopyrrolate	1
Hepatic	fusidate	1
Hepatic	carbamazepine	1
Hepatic	lorazepam	1
Hepatic	telithromycin	1
Hepatic	cefuroxime	1
Hepatic	metformin	1
Hepatic	romiplostim	1
Hepatic	methotrexate	1
Hepatic	ceftibuten	1
Hepatic	certoparin	1
Hepatic	canakinumab	1
Hepatic	teicoplanin	1
Hepatic	magnesium oxide	1
Hepatic	doripenem	1
Hepatic	vitamin k 2	1
Hepatic	ezetimibe	1
Hepatic	fosamprenavir	1
Hepatic	megestrol	1
Hepatic	estazolam	1
Hepatic	tibolone	1
Hepatic	magnesium aspartate	1
Hepatic	dipyridamole	1
Hepatic	ipilimumab	1
Hepatic	thalidomide	1
Hepatic	urea	1
Hepatic	linagliptin	1
Hepatic	oxacillin	1
Hepatic	vinorelbine	1
Hepatic	cefdinir	1
Hepatic	naloxone	1
Hepatic	furosemide	1
Hepatic	amikacin	1
Hepatic	flutamide	1
Hepatic	mycophenolic acid	1
Hepatic	triamterene	1
Hepatic	chlorzoxazone	1
Hepatic	torsemide	1
Hepatic	flupirtine	1
Hepatic	bismuth subsalicylate	1
Hepatic	pyrazinamide	1
Hepatic	moxonidine	1
Hepatic	vitamin k 1	1
Hepatic	ursodeoxycholate	1
Hepatic	adalimumab	1
Hepatic	levonorgestrel	1
Hepatic	drospirenone	1
Hepatic	rofecoxib	1
Hepatic	ethinyl estradiol	1
Hepatic	etanercept	1
Hepatic	silymarin	1
Hepatic	saquinavir	1
Hepatic	meclizine	1
Hepatic	mupirocin	1
Hepatic	tetrazepam	1
Hepatic	amprenavir	1
Hepatic	fondaparinux	1
Hepatic	lactitol	1
Hepatic	cefotiam	1
Hepatic	cilostazol	1
Hepatic	polyethylene glycol 4000	1
Hepatic	vemurafenib	1
Hepatic	icosapent ethyl	1
Hepatic	tolcapone	1
Hepatic	nefopam	1
Hepatic	nimodipine	1
Hepatic	pristinamycin	1
Hepatic	glucose	1
Hepatic	interferon alfacon-1	1
Hepatic	neomycin	1
Hepatic	teriparatide	1
Hepatic	primidone	1
Hepatic	mepivacaine	1
Hepatic	pimecrolimus	1
Hepatic	doxorubicin liposome	1
Hepatic	pegvisomant	1
Hepatic	oxaprozin	1
Hepatic	disopyramide	1
Hepatic	vindesine	1
Hepatic	thioctate	1
Hepatic	decitabine	1
Hepatic	levocetirizine	1
Hepatic	benzbromarone	1
Hepatic	calcium polycarbophil	1
Hepatic	follitropin alfa	1
Hepatic	lacidipine	1
Hepatic	carbazochrome	1
Hepatic	interferon alfa-n1	1
Hepatic	citrate	1
Hepatic	crizotinib	1
Hepatic	bepridil	1
Hepatic	spirulina	1
Hepatic	ebastine	1
Hepatic	colesevelam	1
Hepatic	flavoxate	1
Hepatic	pyrimethamine	1
Hepatic	epinastine	1
Hepatic	selegiline	1
Hepatic	mequitazine	1
Hepatic	triazolam	1
Hepatic	ambroxol	1
Hepatic	clobetasol	1
Hepatic	glycyrrhizic acid	1
Hepatic	nilvadipine	1
Hepatic	eribulin	1
Hepatic	tipranavir	1
Hepatic	acemetacin	1
Hepatic	degarelix	1
Hepatic	tocopheryl nicotinate, d-.alpha.	1
Hepatic	heparinoids	1
Hepatic	nandrolone	1
Hepatic	tranilast	1
Hepatic	miglitol	1
Hepatic	cephradine	1
Hepatic	polyethylene glycol 9000	1
Hepatic	mecasermin	1
Hepatic	golimumab	1
Hepatic	dolasetron	1
Hepatic	maprotiline	1
Hepatic	mitomycin	1
Hepatic	dalfopristin	1
Hepatic	lymphocyte immune globulin	1
Hepatic	rilmenidine	1
Hepatic	levoleucovorin	1
Hepatic	bifidobacterium lactis	1
Hepatic	ifenprodil	1
Hepatic	alglucosidase alfa	1
Hepatic	pirarubicin	1
Hepatic	dihydroxyaluminum sodium carbonate	1
Hepatic	droperidol	1
Hepatic	polymyxin b	1
Hepatic	icodextrin	1
Hepatic	biotin	1
Hepatic	lanreotide	1
Hepatic	calcipotriene	1
Hepatic	menthol	1
Hepatic	gelatin	1
Hepatic	flupenthixol	1
Hepatic	gadolinium	1
Hepatic	gadodiamide	1
Hepatic	zinc acetate	1
Hepatic	tolbutamide	1
Hepatic	cladribine	1
Hepatic	gold	1
Hepatic	glutathione	1
Hepatic	lithium citrate	1
Hepatic	dothiepin	1
Hepatic	selenium sulfide	1
Hepatic	bromopride	1
Hepatic	oxymorphone	1
Hepatic	lenograstim	1
Hepatic	drotrecogin alfa	1
Hepatic	carnitine	1
Hepatic	oxatomide	1
Hepatic	pentaerythritol	1
Hepatic	antithrombin iii	1
Hepatic	nitisinone	1
Hepatic	diflucortolone	1
Hepatic	toremifene	1
Hepatic	perhexiline	1
Hepatic	trimipramine	1
Hepatic	bifidobacterium longum	1
Hepatic	terlipressin	1
Hepatic	pipobroman	1
Hepatic	cysteine	1
Hepatic	imiquimod	1
Hepatic	piracetam	1
Hepatic	factor viia	1
Hepatic	ponatinib	1
Hepatic	moclobemide	1
Hepatic	reboxetine	1
Hepatic	tranylcypromine	1
Hepatic	pimobendan	1
Hepatic	bcg, live, connaught strain	1
Hepatic	auranofin	1
Hepatic	lornoxicam	1
Hepatic	buserelin	1
Hepatic	uracil	1
Hepatic	methylsulfonylmethane	1
Hepatic	lomitapide	1
Hepatic	hepatitis a vaccine (inactivated) strain hm175	1
Hepatic	idelalisib	1
Hepatic	hetastarch	1
Hepatic	pipamperone	1
Hepatic	velaglucerase alfa	1
Hepatic	doxapram	1
Hepatic	trientine	1
Hepatic	periciazine	1
Hepatic	dihematoporphyrin ether	1
Hepatic	lincomycin	1
Hepatic	amsacrine	1
Hepatic	troglitazone	1
Hepatic	lomustine	1
Hepatic	citrulline	1
Hepatic	sodium succinate	1
Hepatic	arbekacin	1
Hepatic	etilefrine	1
Hepatic	phenylbutazone	1
Hepatic	probucol	1
Hepatic	roxatidine	1
Hepatic	alizapride	1
Hepatic	ivacaftor	1
Hepatic	procarbazine	1
Hepatic	hepatitis a vaccine, inactivated	1
Hepatic	ivermectin	1
Hepatic	fibrinogen	1
Hepatic	lepirudin	1
Hepatic	aprindine	1
Hepatic	miglustat	1
Hepatic	ajmaline	1
Hepatic	hemin	1
Hepatic	leucine	1
Hepatic	horse antihuman thymocyte gamma globulin	1
Hepatic	pasireotide	1
Hepatic	spiramycin	1
Hepatic	metyrapone	1
Hepatic	cefmetazole	1
Hepatic	polygeline	1
Hepatic	pegloticase	1
Hepatic	meprednisone	1
Hepatic	phenolphthalein	1
Hepatic	maltose	1
Hepatic	adenosine	1
Hepatic	turmeric oil	1
Hepatic	norgestrel	1
Hepatic	glycine	1
Hepatic	diflorasone	1
Hepatic	glycyrrhizinate	1
Hepatic	aldioxa	1
Hepatic	lysozyme	1
Hepatic	bosutinib	1
Hepatic	fominoben	1
Hepatic	fosfestrol	1
Hepatic	air	1
Hepatic	sparfloxacin	1
Hepatic	alclometasone	1
Hepatic	tofisopam	1
Hepatic	aminolevulinic acid	1
Hepatic	chlormezanone	1
Hepatic	cerivastatin	1
Hepatic	dihydroergocristine	1
Hepatic	piribedil	1
Hepatic	artemether	1
Hepatic	cosyntropin	1
Hepatic	dibasic potassium phosphate	1
Hepatic	praziquantel	1
Hepatic	chlorcyclizine	1
Hepatic	teniposide	1
Hepatic	kaolin	1
Hepatic	mipomersen	1
Hepatic	oxtriphylline	1
Hepatic	mazindol	1
Hepatic	coconut oil	1
Hepatic	vigabatrin	0
Hepatic	atovaquone	0
Hepatic	ascorbic acid	0
Hepatic	capsaicin	0
Hepatic	bupivacaine	0
Hepatic	ergoloid mesylates, usp	0
Hepatic	atropine	0
Hepatic	maraviroc	0
Hepatic	tilidine	0
Hepatic	mefloquine	0
Hepatic	hydralazine	0
Hepatic	zinc gluconate	0
Hepatic	acetazolamide	0
Hepatic	telaprevir	0
Hepatic	pancrelipase	0
Hepatic	loratadine	0
Hepatic	mineral oil	0
Hepatic	vitamin b complex	0
Hepatic	sodium ferric gluconate complex	0
Hepatic	linaclotide	0
Hepatic	perindopril	0
Hepatic	silver sulfadiazine	0
Hepatic	losartan	0
Hepatic	dobutamine	0
Hepatic	citalopram	0
Hepatic	lubiprostone	0
Hepatic	piperacillin	0
Hepatic	cinnarizine	0
Hepatic	xipamide	0
Hepatic	tolperisone	0
Hepatic	dutasteride	0
Hepatic	insulin, aspart, human	0
Hepatic	heroin	0
Hepatic	meloxicam	0
Hepatic	cisatracurium	0
Hepatic	cinacalcet	0
Hepatic	standardized senna concentrate	0
Hepatic	paliperidone	0
Hepatic	floxacillin	0
Hepatic	hydrochlorothiazide	0
Hepatic	ergocalciferol	0
Hepatic	naproxen	0
Hepatic	ondansetron	0
Hepatic	clotiazepam	0
Hepatic	fluorometholone	0
Hepatic	malathion	0
Hepatic	insulin detemir	0
Hepatic	silodosin	0
Hepatic	panthenol	0
Hepatic	ropivacaine	0
Hepatic	imipramine	0
Hepatic	chondroitin sulfate (chicken)	0
Hepatic	nifedipine	0
Hepatic	levalbuterol	0
Hepatic	ibandronate	0
Hepatic	tobramycin	0
Hepatic	nicotine	0
Hepatic	hydrocodone	0
Hepatic	piretanide	0
Hepatic	ornidazole	0
Hepatic	gentamicin	0
Hepatic	defibrotide	0
Hepatic	hyoscyamine	0
Hepatic	regular insulin, human	0
Hepatic	fluconazole	0
Hepatic	doxycycline	0
Hepatic	zinc sulfate	0
Hepatic	enalapril	0
Hepatic	cefaclor	0
Hepatic	propoxyphene	0
Hepatic	petrolatum	0
Hepatic	potassium	0
Hepatic	sertraline	0
Hepatic	progesterone	0
Hepatic	amantadine	0
Hepatic	lisinopril	0
Hepatic	rifabutin	0
Hepatic	stanozolol	0
Hepatic	buspirone	0
Hepatic	flurbiprofen	0
Hepatic	lenalidomide	0
Hepatic	azelastine	0
Hepatic	busulfan	0
Hepatic	dofetilide	0
Hepatic	darifenacin	0
Hepatic	copper	0
Hepatic	oxytocin	0
Hepatic	doxylamine	0
Hepatic	cyanocobalamin co57	0
Hepatic	ofatumumab	0
Hepatic	beclomethasone	0
Hepatic	dexbrompheniramine	0
Hepatic	betahistine	0
Hepatic	potassium perchlorate	0
Hepatic	apixaban	0
Hepatic	misoprostol	0
Hepatic	baclofen	0
Hepatic	ritonavir	0
Hepatic	ispaghula husk	0
Hepatic	succinylated gelatin	0
Hepatic	guanfacine	0
Hepatic	rocuronium	0
Hepatic	vitamin a	0
Hepatic	simethicone	0
Hepatic	mycophenolate	0
Hepatic	vitamin d	0
Hepatic	trihexyphenidyl	0
Hepatic	nitazoxanide	0
Hepatic	carbidopa	0
Hepatic	bevacizumab	0
Hepatic	chondroitin sulfates	0
Hepatic	droxidopa	0
Hepatic	fentanyl	0
Hepatic	liraglutide	0
Hepatic	romidepsin	0
Hepatic	potassium iodide	0
Hepatic	calcium carbonate	0
Hepatic	venlafaxine	0
Hepatic	trimetazidine	0
Hepatic	azacitidine	0
Hepatic	latanoprost	0
Hepatic	chromium	0
Hepatic	gabapentin	0
Hepatic	efalizumab	0
Hepatic	rho(d) immune globulin	0
Hepatic	mebeverine	0
Hepatic	nebivolol	0
Hepatic	desloratadine	0
Hepatic	trazodone	0
Hepatic	sulpiride	0
Hepatic	bethanechol	0
Hepatic	clonidine	0
Hepatic	nitrendipine	0
Hepatic	mitoxantrone	0
Hepatic	coenzyme q10	0
Hepatic	trospium	0
Hepatic	hydroxocobalamin	0
Hepatic	oxybutynin	0
Hepatic	olopatadine	0
Hepatic	sodium bicarbonate	0
Hepatic	etoposide	0
Hepatic	butylscopolamine	0
Hepatic	sotalol	0
Hepatic	sumatriptan	0
Hepatic	salmeterol	0
Hepatic	calcium citrate	0
Hepatic	valacyclovir	0
Hepatic	dalfampridine	0
Hepatic	urapidil	0
Hepatic	nicorandil	0
Hepatic	pentamidine	0
Hepatic	magnesium gluconate	0
Hepatic	tadalafil	0
Hepatic	vitamin b 12	0
Hepatic	cyclobenzaprine	0
Hepatic	lovastatin	0
Hepatic	ibuprofen	0
Hepatic	pramipexole	0
Hepatic	cimetidine	0
Hepatic	nicergoline	0
Hepatic	phentermine	0
Hepatic	ketoprofen	0
Hepatic	propiomazine	0
Hepatic	cilazapril	0
Hepatic	nitrous oxide	0
Hepatic	cyproheptadine	0
Hepatic	isosorbide dinitrate	0
Hepatic	sibutramine	0
Hepatic	medroxyprogesterone	0
Hepatic	cilastatin	0
Hepatic	dabigatran etexilate	0
Hepatic	reserpine	0
Hepatic	telmisartan	0
Hepatic	levetiracetam	0
Hepatic	dexamethasone	0
Hepatic	lipase	0
Hepatic	cabergoline	0
Hepatic	armodafinil	0
Hepatic	folate	0
Hepatic	nifuroxazide	0
Hepatic	mometasone	0
Hepatic	methocarbamol	0
Hepatic	miconazole	0
Hepatic	moxifloxacin	0
Hepatic	clomipramine	0
Hepatic	olmesartan	0
Hepatic	mizolastine	0
Hepatic	magnesium hydroxide	0
Hepatic	zofenopril	0
Hepatic	alemtuzumab	0
Hepatic	cefoperazone	0
Hepatic	lurasidone	0
Hepatic	phenylephrine	0
Hepatic	sulfadoxine	0
Hepatic	trifluoperazine	0
Hepatic	desvenlafaxine	0
Hepatic	adapalene	0
Hepatic	diclofenac	0
Hepatic	chlorthalidone	0
Hepatic	dicyclomine	0
Hepatic	orlistat	0
Hepatic	niacin	0
Hepatic	galantamine	0
Hepatic	dimethindene	0
Hepatic	rosiglitazone	0
Hepatic	cobicistat	0
Hepatic	iodine	0
Hepatic	gliclazide	0
Hepatic	cefepime	0
Hepatic	xylometazoline	0
Hepatic	bisoprolol	0
Hepatic	trastuzumab	0
Hepatic	ivabradine	0
Hepatic	denosumab	0
Hepatic	sirolimus	0
Hepatic	etoricoxib	0
Hepatic	sodium oxybate	0
Hepatic	palifermin	0
Hepatic	metoclopramide	0
Hepatic	iron sucrose	0
Hepatic	succinylcholine	0
Hepatic	acetone	0
Hepatic	isosorbide	0
Hepatic	calcium	0
Hepatic	85 strontium	0
Hepatic	terazosin	0
Hepatic	vilazodone	0
Hepatic	gemfibrozil	0
Hepatic	oseltamivir	0
Hepatic	ginkgo biloba extract	0
Hepatic	finasteride	0
Hepatic	paroxetine	0
Hepatic	pantethine	0
Hepatic	aripiprazole	0
Hepatic	glatiramer	0
Hepatic	vecuronium	0
Hepatic	etomidate	0
Hepatic	quetiapine	0
Hepatic	tolterodine	0
Hepatic	estrogens, conjugated (usp)	0
Hepatic	hydroxychloroquine	0
Hepatic	obinutuzumab	0
Hepatic	leuprolide	0
Hepatic	darbepoetin alfa	0
Hepatic	dextroamphetamine	0
Hepatic	flecainide	0
Hepatic	bortezomib	0
Hepatic	irinotecan	0
Hepatic	diazepam	0
Hepatic	anagrelide	0
Hepatic	testosterone	0
Hepatic	sulbactam	0
Hepatic	bupropion	0
Hepatic	quazepam	0
Hepatic	propafenone	0
Hepatic	natalizumab	0
Hepatic	cyclophosphamide	0
Hepatic	timolol	0
Hepatic	kanamycin	0
Hepatic	valdecoxib	0
Hepatic	prazosin	0
Hepatic	ciclopirox	0
Hepatic	oxycodone	0
Hepatic	immunoglobulin g	0
Hepatic	distigmine	0
Hepatic	buprenorphine	0
Hepatic	sildenafil	0
Hepatic	fluticasone	0
Hepatic	folic acid	0
Hepatic	tizanidine	0
Hepatic	fomepizole	0
Hepatic	protamine sulfate (usp)	0
Hepatic	cromolyn	0
Hepatic	abacavir	0
Hepatic	lormetazepam	0
Hepatic	trimeprazine	0
Hepatic	carisoprodol	0
Hepatic	fluoxetine	0
Hepatic	clemastine	0
Hepatic	chlorpromazine	0
