QikProp_.stars	QikProp_.amine	QikProp_.amidine	QikProp_.acid	QikProp_.amide	QikProp_.rotor	QikProp_.rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip.2.V	QikProp_ACxDN..5.SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo.w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP.eV.	QikProp_EA.eV.	QikProp_.metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_.NandO	QikProp_RuleOfFive	QikProp_.ringatoms	QikProp_.in34	QikProp_.in56	QikProp_.noncon	QikProp_.nonHatm	QikProp_RuleOfThree	QikProp_ACxDN..5.SAxSASA.MW	Class
2	2	0	0	0	8	0	2	391.383	0.203	732.873	281.492	4.351	338.295	108.735	1288.094	2	3	3.19e-05	0.0057891	0.7812104	43.489	13.924	18.725	7.971	5.621	-5.042	-4.441	-8.138	560.324	1.098	1276.004	-3.765	9.257	-0.054	4	1.097	3	96.094	0	0	22.007	2	1	18	0	18	6	26	0	0.0108402	inducer
1	2	0	0	0	6	0	2	388.635	1.98	694.858	610.035	55.34	29.483	0	1307.651	1	5.7	0.0029993	0.0082031	0.8322688	42.607	11.172	17.971	7.724	3.712	-3.403	-2.787	-5.839	184.04	0.466	97.178	-5.985	9.068	-1.198	5	0.806	3	89.217	0	0	31.144	3	0	17	0	17	15	28	0	0.0146667	inducer
1	2	0	0	0	8	0	1	457.959	2.021	829.979	394.938	104.725	258.678	71.639	1458.467	0	8	0.0028016	0	0.7493685	49.547	15.182	20.746	10.329	3.712	-4.327	-3.986	-8.273	62.603	-0.189	74.784	-5.895	8.738	0.905	4	0.372	3	80.833	0	0	90.479	8	0	22	0	22	5	32	0	0	inducer
5	2	0	0	0	10	6	1	748.993	10.568	867.579	783.681	83.898	0	0	1937.805	4	17.75	0.0576329	0.0409185	0.8664222	64.976	16.92	37.881	23.514	2.274	-1.781	-3.908	-5.146	98.649	0.013	49.527	-6.231	6.852	0.094	9	0.107	2	37.075	0	0	101.099	14	3	30	7	9	25	52	1	0.047397	inducer
0	0	0	0	0	7	2	-2	521.049	5.933	754.523	503.138	148.369	83.314	19.702	1455.795	1	9.7	0.024176	0.0128558	0.8233022	48.408	13.682	23.089	12.593	3.485	-5.266	-6.131	-4.788	388.076	-1.269	228.007	-3.288	9.535	0.483	5	0.325	3	80.73	0	0	114.496	7	1	17	0	17	12	36	0	0.0186163	noninducer
0	1	0	0	0	3	0	1	297.194	3.418	494.9	194.407	82.226	141.256	77.011	836.09	3	3.5	0.0139745	0.0122493	0.8672614	26.729	8.77	15.055	9.637	2.052	-2.41	-2.926	-5.08	410.249	0.241	551.881	-4.312	9.629	0.647	1	-0.042	3	85.729	0	0	55.574	3	0	12	0	12	6	17	0	0.0203981	inducer
0	1	0	1	0	8	0	0	388.893	5.971	704.299	239.715	117.173	275.688	71.724	1242.735	1	6.7	0.028688	0.009513	0.7937069	41.076	13.315	19.135	10.411	2.162	-5.06	-4.148	-5.103	48.445	-0.584	65.235	-4.002	9.309	0.094	5	0.16	3	69.768	0	0	71.488	5	0	18	0	18	5	27	0	0.0172284	inducer
1	1	0	0	0	10	0	1	366.545	1.512	716.804	391.495	4.327	320.982	0	1295.214	0	4.7	0.001766	0	0.801664	42.325	12.583	15.811	6.08	5.275	-4.492	-4.389	-6.998	2247.847	0.314	1313.554	-1.571	8.092	-0.199	5	0.696	3	100	0	0	10.682	3	1	17	0	17	4	27	0	0	inducer
1	1	0	0	0	3	0	2	136.196	2.58	377.713	166.552	35.831	175.33	0	582.943	1	2.5	0.0114152	0.0066188	0.8934858	16.923	5.235	7.617	5.33	1.494	-0.596	-0.362	-4.818	1129.846	0.482	624.507	-3.337	9.261	-0.003	3	-0.384	3	90.335	0	0	25.353	2	0	6	0	6	0	10	0	0.0183559	noninducer
0	0	0	0	0	7	0	-2	430.373	6.174	661.695	80.704	166.967	259.506	154.519	1154.909	1	7.75	0.0330041	0.0117123	0.8045243	38.049	11.183	19.389	11.821	3.013	-6.002	-6.573	-5.933	258.556	-1.199	805.088	-3.01	9.82	1.339	2	-0.076	3	87.767	154.257	0	106.322	6	0	12	0	12	0	29	1	0.0180076	noninducer
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	inducer
0	0	0	0	0	5	2	-1	361.396	3.465	655.025	208.5	96.618	349.907	0	1154.731	0	6	0.0103961	0	0.812633	40.189	12.089	16.56	9.14	3.648	-4.674	-5.044	-6.232	1201.35	-0.713	603.203	-1.588	9.459	0.096	3	0.153	3	100	0	0	85.54	5	0	18	0	18	0	27	0	0	noninducer
0	1	0	0	0	5	0	2	335.368	4.557	609.772	243.66	7.027	238.603	120.482	1061.036	0	2.75	0.0195724	0	0.8250579	35.377	8.991	13.241	4.505	5.041	-4.824	-4.631	-6.227	2119.172	0.888	5633.507	-2.391	9.034	0.815	2	0.75	3	100	120.482	0	9.449	2	1	17	0	17	4	24	0	0	inducer
0	1	0	0	0	4	0	2	376.133	4.602	534.131	277.89	34.471	73.126	148.644	919.273	1.5	3	0.0230352	0.0068789	0.8560124	28.765	8.888	13.401	6.058	3.574	-3.631	-4.882	-4.937	1163.877	0.772	4204.723	-3.576	8.309	0.307	3	0.335	3	100	0	0	26.442	2	0	12	0	12	6	18	0	0.00976844	inducer
0	1	0	0	2	6	1	0	654.602	8.616	802.761	490.775	100.356	144.879	66.751	1654.446	2.25	10.75	0.0448696	0.0200869	0.8427145	57.588	16.008	29.288	18.356	3.021	-3.903	-6.765	-2.745	150.419	-0.178	316.09	-4.345	8.367	0.527	6	0.103	3	70.647	0	33.143	108.226	10	1	28	0	28	11	43	0	0.0246333	noninducer
0	0	0	0	0	6	1	-2	430.54	8.816	663.305	427.383	155.368	80.554	0	1257.714	2	9.85	0.0617904	0.0210009	0.8495194	41.096	12.009	22.571	14.228	2.054	-3.949	-4.386	-4.351	333.08	-1.233	150.758	-3.523	10.147	0.378	3	-0.079	3	84.123	0	0	97.368	6	0	20	0	20	13	31	0	0.0323547	noninducer
0	1	0	0	0	5	0	2	288.432	4.84	601.801	461.76	14.594	125.447	0	1056.857	1	4.5	0.0221634	0.0074776	0.8337894	34.129	9.228	14.525	6.914	3.52	-3.577	-2.635	-5.546	1796.404	0.521	1030.885	-2.929	9.007	-0.225	5	0.41	3	100	0	0	28.018	3	0	12	0	12	5	21	0	0.0156017	noninducer
1	0	0	0	0	0	0	0	194.193	4.973	399.126	241.992	98.183	58.951	0	642.944	0	5	0.0384726	0	0.9026165	20.14	5.354	9.254	6.673	-0.069	-0.92	-1.417	-3.389	1160.984	-0.24	581.326	-3.121	9.004	0.434	0	-0.853	3	81.396	0	0	70.102	6	0	9	0	9	0	14	0	0	noninducer
0	0	0	0	0	11	0	-2	416.643	5.268	758.603	596.386	126.937	35.28	0	1409.193	3	4.15	0.0196902	0.0094753	0.8013048	43.516	13.17	20.689	8.703	5.151	-6.371	-5.923	-4.915	619.671	-1.417	294.918	-2.679	8.73	0.085	6	0.988	1	94.122	0	0	62.603	3	1	15	0	15	12	30	1	0.0172522	noninducer
0	0	0	0	1	10	0	-2	305.416	4.669	677.49	459.215	100.965	117.31	0	1148.306	2	4	0.0189819	0.0083497	0.7827692	34.501	10.905	15.866	9.303	3.422	-4.557	-3.465	-4.232	698.666	-1.138	544.383	-2.007	9.094	0.015	6	0.128	3	100	0	24.394	67.968	4	0	6	0	6	0	22	0	0.0185217	noninducer
0	0	0	0	1	0	0	0	236.273	5.669	453.985	44.688	87.295	322.002	0	766.787	2	2	0.0419089	0.0062302	0.892429	27.608	8.775	13.572	10.923	2.388	-2.507	-3.123	-3.434	807.029	-0.167	751.669	-1.994	8.686	0.386	3	-0.112	3	92.956	0	32.813	49.005	3	0	15	0	12	0	18	0	0.011971	noninducer
2	2	0	1	0	7	1	-1	226.232	4.102	411.649	75.516	243.16	92.973	0	691.639	5	4	0.0243249	0.0217279	0.918806	17.919	8.395	15.596	12.715	-2.663	0.827	-0.225	-2.934	0.772	-0.982	0.333	-9.127	9.185	0.143	3	-0.884	1	0	0	0	122.179	6	1	6	0	6	0	16	1	0.0395358	noninducer
13	0	0	0	0	0	0	1	153.823	0	265.135	0	0	0	265.135	373.997	0	0	0	0	0.9468398	8.813	3.599	2.881	0.45	2.479	-1.975	-2.127	-2.392	9906.038	0.192	10000	-1.52	11.043	0.926	0	-0.296	3	100	0	0	0	0	0	0	0	0	0	5	0	0	noninducer
0	0	0	0	0	7	0	-2	260.333	7.473	572.096	409.713	162.383	0	0	959.011	3	5	0.0582366	0.0151378	0.8220763	27.731	8.85	16.357	9.975	1.765	-3.609	-2.48	-4.411	285.774	-1.46	127.754	-3.84	9.695	-0.809	1	-0.131	3	81.236	0	0	106.582	6	0	0	0	0	0	18	0	0.0332661	noninducer
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	noninducer
0	0	0	0	0	2	0	-1	381.372	4.252	611.438	88.629	151.566	241.758	129.485	1057.596	2	5.5	0.0170948	0.0127211	0.8210306	37.196	10.415	19.089	11.817	3.209	-5.631	-5.728	-5.581	361.91	-0.738	844.443	-3.269	9.58	1.463	1	0.314	3	91.529	127.624	0	79.611	5	0	17	0	17	0	26	0	0.0203952	noninducer
2	2	0	0	0	3	0	2	300.83	2.44	567.372	209.757	5.697	280.195	71.723	996.278	0	4	0.0059762	0	0.8502578	34.467	9.991	13.368	6.333	3.355	-2.26	-2.33	-6.744	544.096	1.303	775.007	-4.475	9.162	0.018	4	0.313	3	95.554	0	0	8.132	2	0	18	0	18	4	21	0	0	inducer
14	0	0	0	0	0	3	1	119.378	1.893	243.378	28.132	0	0	215.246	331.588	0	0	0.0108104	0	0.9519539	7.116	2.798	2.203	0.38	1.97	-1.172	-1.268	-2.309	9906.038	0.248	10000	-1.52	10.889	0.403	0	-0.419	3	100	0	0	0	0	0	0	0	0	0	4	0	0	noninducer
0	1	0	0	0	8	0	1	319.876	6.321	647.513	367.315	21.912	186.849	71.438	1122.257	1	4	0.0356048	0.0061775	0.8065756	35.406	10.831	15.191	6.362	4.441	-4.399	-3.663	-6.279	1531.131	0.431	2135.707	-2.56	8.303	0.586	4	0.549	3	100	0	0	24.569	3	0	10	0	10	0	22	0	0.0125049	inducer
