VolSurfPlus_V	VolSurfPlus_S	VolSurfPlus_R	VolSurfPlus_G	VolSurfPlus_W1	VolSurfPlus_W2	VolSurfPlus_W3	VolSurfPlus_W4	VolSurfPlus_W5	VolSurfPlus_W6	VolSurfPlus_W7	VolSurfPlus_W8	VolSurfPlus_D1	VolSurfPlus_D2	VolSurfPlus_D3	VolSurfPlus_D4	VolSurfPlus_D5	VolSurfPlus_D6	VolSurfPlus_D7	VolSurfPlus_D8	VolSurfPlus_WO1	VolSurfPlus_WO2	VolSurfPlus_WO3	VolSurfPlus_WO4	VolSurfPlus_WO5	VolSurfPlus_WO6	VolSurfPlus_WN1	VolSurfPlus_WN2	VolSurfPlus_WN3	VolSurfPlus_WN4	VolSurfPlus_WN5	VolSurfPlus_WN6	VolSurfPlus_Iw1	VolSurfPlus_Iw2	VolSurfPlus_Iw3	VolSurfPlus_Iw4	VolSurfPlus_Cw1	VolSurfPlus_Cw2	VolSurfPlus_Cw3	VolSurfPlus_Cw4	VolSurfPlus_Cw5	VolSurfPlus_Cw6	VolSurfPlus_Cw7	VolSurfPlus_Cw8	VolSurfPlus_ID1	VolSurfPlus_ID2	VolSurfPlus_ID3	VolSurfPlus_ID4	VolSurfPlus_CD1	VolSurfPlus_CD2	VolSurfPlus_CD3	VolSurfPlus_CD4	VolSurfPlus_CD5	VolSurfPlus_CD6	VolSurfPlus_CD7	VolSurfPlus_CD8	VolSurfPlus_HL1	VolSurfPlus_HL2	VolSurfPlus_A	VolSurfPlus_CP	VolSurfPlus_POL	VolSurfPlus_MW	VolSurfPlus_FLEX	VolSurfPlus_FLEX_RB	VolSurfPlus_NCC	VolSurfPlus_DIFF	VolSurfPlus_LOGP_N.oct	VolSurfPlus_LOGP_c.Hex	VolSurfPlus_PSA	VolSurfPlus_HSA	VolSurfPlus_PSAR	VolSurfPlus_PHSAR	VolSurfPlus_LgD5	VolSurfPlus_LgD6	VolSurfPlus_LgD7	VolSurfPlus_LgD75	VolSurfPlus_LgD8	VolSurfPlus_LgD9	VolSurfPlus_LgD10	VolSurfPlus_AUS74	VolSurfPlus_pctFU4	VolSurfPlus_pctFU5	VolSurfPlus_pctFU6	VolSurfPlus_pctFU7	VolSurfPlus_pctFU8	VolSurfPlus_pctFU9	VolSurfPlus_pctFU10	VolSurfPlus_DRDRDR	VolSurfPlus_DRDRAC	VolSurfPlus_DRDRDO	VolSurfPlus_DRACAC	VolSurfPlus_DRACDO	VolSurfPlus_DRDODO	VolSurfPlus_ACACAC	VolSurfPlus_ACACDO	VolSurfPlus_ACDODO	VolSurfPlus_DODODO	VolSurfPlus_SOLY	VolSurfPlus_LgS3	VolSurfPlus_LgS4	VolSurfPlus_LgS5	VolSurfPlus_LgS6	VolSurfPlus_LgS7	VolSurfPlus_LgS75	VolSurfPlus_LgS8	VolSurfPlus_LgS9	VolSurfPlus_LgS10	VolSurfPlus_LgS11	VolSurfPlus_PB	VolSurfPlus_VD	VolSurfPlus_CACO2	VolSurfPlus_SKIN	VolSurfPlus_LgBB	VolSurfPlus_MetStab	VolSurfPlus_HTSflag	VolSurfPlus_L0LgS	VolSurfPlus_L1LgS	VolSurfPlus_L2LgS	VolSurfPlus_L3LgS	VolSurfPlus_L4LgS	VolSurfPlus_DD1	VolSurfPlus_DD2	VolSurfPlus_DD3	VolSurfPlus_DD4	VolSurfPlus_DD5	VolSurfPlus_DD6	VolSurfPlus_DD7	VolSurfPlus_DD8	Class
411	288.702	1.42361	1.12229	876	646	368	156	72	39	7	0	111	47	37	31	25	24	20	13	0	0	0	0	0	0	481	201	92	54	12	1	0.0733528	0.174765	0.501834	1.04226	3.03427	2.2376	1.27467	0.540349	0.249392	0.135087	0.0242464	0	0.088584	0.265948	0.341847	0.374748	0.384479	0.162798	0.12816	0.107377	0.0865944	0.0831307	0.0692756	0.0450291	1.94595	1.25806	3.0448	0.770862	18.669	194.191	1.10432e-06	3.68108e-07	0	0.87374	0.078	-2.311	55.8	232.902	0.193279	0.239586	0.0779133	0.0779913	0.0779991	0.0779997	0.078	0.078	0.078	2	99.8006	99.98	99.998	99.9998	100	100	100	12.9955	9.48629	0	9.40383	0	0	9.14696	0	0	0	-1.69428	-1.68569	-1.69341	-1.69419	-1.69427	-1.69428	-1.69428	-1.69428	-1.69428	-1.69428	-1.69428	45.2455	0.4463	0.83088	-3.81282	-0.154943	100	0	-1.69381	0	0	0	0	0	0	0	0	0	0	0	0	noninducer
999	603.5	1.65534	1.39548	1509	952	497	225	122	65	24	0	299	117	48	19	12	6	1	1	352	131	61	16	0	0	616	281	142	75	22	0	0.0792542	0.245382	0.51245	0.779584	2.50041	1.57746	0.823529	0.372825	0.202154	0.107705	0.039768	0	0.0140288	0.0347251	0.121248	0.242875	0.495443	0.193869	0.079536	0.031483	0.019884	0.009942	0.001657	0.001657	2.54167	3.42105	2.8346	1.301	49.332	416.636	2.06601	0.158924	0	0.26981	5.968	0.099	60.69	542.81	0.100563	0.111807	5.968	5.968	5.968	5.968	5.968	5.96798	5.96778	2	100	100	100	100	99.9995	99.9951	99.9507	24.4918	32.175	32.175	29.3343	29.3343	29.3343	14.9537	14.9537	14.9537	14.9537	-6.28908	-6.28908	-6.28908	-6.28908	-6.28908	-6.28908	-6.28908	-6.28908	-6.28906	-6.28886	-6.28694	89.4696	0.302939	0.595244	-3.81936	-0.298991	22.1959	0	-6.28896	0	0	0	0	2	3	3	4	4	0	4	2	noninducer
814	522.102	1.55908	1.3781	1255	675	314	122	58	26	6	2	285	128	59	29	17	8	2	0	105	39	14	3	0	0	339	123	63	27	5	0	0.109269	0.379401	0.717239	1.24055	2.40375	1.29285	0.601415	0.233671	0.111089	0.0497987	0.011492	0.00383067	0.0267162	0.0277342	0.0959497	0.251229	0.545871	0.245163	0.113005	0.0555447	0.0325607	0.0153227	0.00383067	0	0.983051	0.896552	4.73153	4.16834	34.808	305.412	3.04579	0.217557	0	0.467141	3.387	0.313	60.76	461.342	0.116376	0.131703	3.387	3.38697	3.38666	3.38592	3.38359	3.35405	3.13686	2	99.9999	99.9992	99.9919	99.9193	99.1992	92.5278	55.2298	25.1628	23.7694	23.7694	13.8853	16.024	11.7501	4.50508	6.89654	6.89653	0	-4.46596	-4.46596	-4.46596	-4.46596	-4.46593	-4.46561	-4.46486	-4.46247	-4.43225	-4.20825	-3.49343	83.1283	-0.0357384	0.941433	-2.32474	-0.201638	38.435	0	-4.37796	0.224896	0.270111	0.226289	0.137897	16	2	4	4	4	5	6	2	noninducer
530	334.565	1.58415	1.08572	948	503	245	106	61	32	14	4	240	140	54	28	16	11	10	7	91	28	14	8	2	0	239	98	58	34	15	3	0.119195	0.475634	0.996863	1.40854	2.83353	1.50345	0.732295	0.31683	0.182327	0.0956467	0.0418454	0.0119558	0.0479144	0.106479	0.243446	0.29158	0.71735	0.418454	0.161404	0.0836909	0.0478234	0.0328786	0.0298896	0.0209227	1.12963	1.14286	4.70581	1.61536	27.382	236.268	0.1623	0.0811498	0	0.740571	2.942	1.774	46.1	288.465	0.137791	0.159812	2.942	2.942	2.942	2.942	2.94199	2.94188	2.94076	2	100	100	100	99.9997	99.9971	99.9714	99.7143	11.851	14.5594	14.3723	0	5.82428	0	0	0	0	0	-3.43707	-3.43707	-3.43707	-3.43707	-3.43707	-3.43707	-3.43707	-3.43706	-3.43695	-3.43583	-3.4248	75.0167	0.341319	1.18167	-2.36471	0.270744	77.7762	0	-3.4364	0	0	0	0	14	7	1	7	10	6	5	6	noninducer
486	313.808	1.54872	1.07556	1069	846	513	248	135	70	30	2	68	36	19	6	4	2	1	0	354	153	71	30	11	1	528	257	129	65	10	0	0.13055	0.285508	0.623599	0.841344	3.40654	2.69591	1.63476	0.790291	0.430199	0.223066	0.0955998	0.00637332	0.098602	0.156973	0.405816	0.479778	0.216693	0.11472	0.0605465	0.01912	0.0127466	0.00637332	0.00318666	0	7.10526	11.6667	4.52057	0.218106	22.182	226.229	1.2182	0.135356	0	0.730043	0.376	-3.681	115.81	197.998	0.369047	0.584904	-1.92678	-1.95052	-2.13018	-2.3671	-2.66682	-3.1184	-3.58729	0	0	0	0	0	0	0	0	6.17712	8.65233	8.62596	11.0827	11.0827	11.0827	10.4064	10.4064	10.4064	8.52768	-1.09995	1.20473	1.20079	1.20283	1.22656	1.40622	1.64315	1.94291	2.39572	2.87847	3.73662	19.2572	-0.0141773	-0.854761	-7.08854	-2.02503	100	0	1.83047	1.1879	0.65239	0	-0.0636898	7	2	0	2	1	1	1	1	noninducer
281	209.597	1.34067	1.01542	530	153	3	0	0	0	0	0	286	109	48	28	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020034	0.329054	0	0	2.52866	0.729972	0.0143132	0	0	0	0	0	0.00561808	0.0424751	0.111051	0.370711	1.36452	0.520046	0.229011	0.13359	0.0429395	0.0238553	0.00954212	0	0	0	0.727408	48	10.321	153.822	0	0	0	1.12477	2.876	2.653	0	209.597	0	0	2.876	2.876	2.876	2.876	2.876	2.876	2.876	2	100	100	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	-3.11237	-3.11237	-3.11237	-3.11237	-3.11237	-3.11237	-3.11237	-3.11237	-3.11237	-3.11237	-3.11237	64.9839	0.467964	1.69444	-0.840431	0.574428	74.9676	0	-3.11237	0	0	0	0	6	4	1	1	1	0	0	0	noninducer
651	426.169	1.52756	1.27076	1036	651	427	188	102	37	15	1	150	39	10	1	1	0	0	0	129	46	22	5	0	0	420	190	96	41	12	0	0.138214	0.319962	0.682617	1.2698	2.43096	1.52756	1.00195	0.44114	0.239342	0.0868201	0.0351973	0.00234649	0.0343906	0.0571023	0.245399	0	0.351973	0.0915131	0.0234649	0.00234649	0.00234649	0	0	0	10.2	37	4.52529	0.245139	26.612	260.33	2.12099	0.141399	0	0.618664	2.353	-1.357	90.65	335.519	0.212709	0.270179	2.353	2.353	2.353	2.353	2.35299	2.35285	2.35153	2	100	100	100	99.9997	99.9966	99.9662	99.6621	14.4101	14.2484	15.6759	11.0257	12.6592	11.0079	3.98193	5.67727	5.05704	0	-2.78362	-2.78362	-2.78362	-2.78362	-2.78362	-2.78362	-2.78362	-2.7836	-2.78347	-2.78215	-2.76887	21.7724	-0.00496087	0.654697	-3.27376	-0.333501	80.5947	0	-2.78282	0	0	0	0	0	0	2	0	0	0	0	0	noninducer
1033	653.275	1.58126	1.51991	1825	1318	856	381	202	101	48	15	224	116	60	34	22	14	10	7	382	105	36	10	3	0	992	458	231	112	41	8	0.0668234	0.154545	0.31291	0.35809	2.79362	2.01753	1.31032	0.583215	0.309211	0.154606	0.0734759	0.0229612	0.0702145	0.0906252	0.100371	0.122306	0.342888	0.177567	0.0918449	0.0520454	0.0336765	0.0214305	0.0153075	0.0107152	3.36667	2.97059	4.95261	0.50922	50.461	547.584	2.87749	0.191832	1	0.18893	-1.718	-4.93	214.36	438.915	0.328131	0.488386	-4.10353	-4.0968	-4.09646	-4.09723	-4.0998	-4.13252	-4.36947	0	0	0	0	0	0	0	0	32.6019	35.4268	38.8416	33.7561	38.863	34.1366	22.0881	25.6971	25.6971	18.6399	-3.02799	-0.252701	1.00172	2.88114	3.91485	3.97067	3.97277	3.97568	4.00852	4.2455	4.96099	40.3349	-0.229549	-1.68777	-6.85801	-3.69712	100	0	3.28908	2.02362	-1.38901	0.96819	0.300224	37	25	9	6	2	0	2	1	noninducer
752	471.925	1.59347	1.28193	1490	1066	637	271	90	16	5	0	176	99	65	43	31	20	10	5	171	39	15	10	3	0	671	282	82	8	3	2	0.0991179	0.226154	0.539816	1.03052	3.15728	2.25883	1.34979	0.574244	0.190708	0.0339037	0.0105949	0	0.0670338	0.0829584	0.0598015	0.143136	0.372941	0.209779	0.137734	0.0911162	0.0656884	0.0423796	0.0211898	0.0105949	1.38462	0.372093	5.10267	1.47462	36.192	381.372	0.794521	0.13242	0	0.560305	3.411	2.065	88.9225	383.003	0.188425	0.232172	3.411	3.41097	3.41071	3.41008	3.4081	3.38279	3.18803	2	99.9999	99.9993	99.9933	99.9329	99.3332	93.7091	59.8328	27.8732	37.4986	35.5609	27.4609	26.4601	0	8.92173	8.57499	0	0	-4.54278	-4.54278	-4.54278	-4.54278	-4.54275	-4.54249	-4.54186	-4.53988	-4.51457	-4.31981	-3.65647	94.4998	0.183646	0.586544	-3.50852	-0.0648619	52.5302	0	-4.4647	0.200239	0.242423	0.206045	0.128952	24	1	13	10	4	2	4	7	noninducer
715	463.075	1.54403	1.31052	1011	427	154	48	25	15	4	0	345	178	67	32	14	10	8	5	0	0	0	0	0	0	219	64	31	17	8	1	0.0384171	0.295929	0.84469	1.43784	2.18323	0.922097	0.332559	0.103655	0.0539869	0.0323921	0.00863791	0	0.0345032	0.082741	0.117559	0.20385	0.745019	0.384387	0.144685	0.0691033	0.0302327	0.0215948	0.0172758	0.0107974	0.373134	0.46875	6.13686	3.33249	34.96	300.825	0.939521	0.23488	0	0.531604	3.983	4.836	6.48	456.595	0.0139934	0.014192	1.29367	2.12889	3.0599	3.45909	3.74215	3.95193	3.97979	1.41476	0.012311	0.133309	1.32832	11.8736	57.4007	93.0914	99.2633	25.7414	20.5754	0	5.19711	0	0	0	0	0	0	-4.00125	-0.230819	-0.616183	-1.21766	-2.13462	-3.07685	-3.47693	-3.76027	-3.97017	-3.99804	-4.00093	99.9626	0.49679	1.64	-1.21489	0.845991	36.8081	0	-2.61666	-2.28089	0.689604	0.534402	-0.275924	6	3	4	5	8	6	2	2	inducer
251	174.115	1.44158	0.860705	458	115	1	0	0	0	0	0	264	91	47	27	13	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109957	0.410713	0	0	2.63044	0.660483	0.00574333	0	0	0	0	0	0.00569514	0.0357871	0.121981	0.575718	1.51624	0.522643	0.269936	0.15507	0.0746633	0.0229733	0.0114867	0	0	0	1.46029	47	8.393	119.377	0	0	0	1.14008	1.95	1.947	0	174.115	0	0	1.95	1.95	1.95	1.95	1.95	1.95	1.95	2	100	100	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	-2.71182	-2.71182	-2.71182	-2.71182	-2.71182	-2.71182	-2.71182	-2.71182	-2.71182	-2.71182	-2.71182	63.155	0.496849	1.66533	-1.04004	0.457293	84.3641	0	-2.71182	0	0	0	0	21	4	9	3	1	0	0	0	noninducer
800	492.587	1.62408	1.28501	1148	527	239	78	31	19	8	1	362	164	69	37	18	16	13	10	50	9	1	1	0	0	271	95	49	21	9	1	0.061727	0.266811	0.765348	0.763757	2.33055	1.06986	0.485194	0.158348	0.0629331	0.0385719	0.0162408	0.0020301	0.0268086	0.111291	0.220571	0.266484	0.734896	0.332936	0.140077	0.0751137	0.0365418	0.0324816	0.0263913	0.020301	0.449275	0.513514	3.29794	2.15509	37.178	319.872	2.46967	0.224516	0	0.452848	5.326	2.232	27.9	464.687	0.0566398	0.0600405	0.0786016	0.169456	1.34573	2.19249	2.93131	4.07127	4.90769	0	1.15161e-08	1.14969e-06	0.000113083	0.0097141	0.401666	5.56093	38.1661	21.6892	16.2471	12.4882	11.2716	8.92595	0	0	1.7738	0	0	-4.22133	2.7539	2.57787	1.93533	0.934094	-0.387841	-1.14676	-1.84679	-2.96869	-3.80323	-4.15644	99.0886	0.711429	1.25474	-1.77334	0.739884	49.2595	0	-0.531851	-4.21089	-0.20828	0.833252	0.03595	8	3	5	3	4	0	0	2	inducer
883	571.276	1.54566	1.45406	1276	600	244	85	43	20	6	0	454	206	105	48	26	22	17	11	72	10	6	1	0	0	291	102	43	26	10	3	0.0512675	0.254264	0.532141	0.679246	2.2336	1.05028	0.427114	0.14879	0.0752701	0.0350093	0.0105028	0	0.00521707	0.046167	0.18763	0.274459	0.794712	0.360596	0.183799	0.0840224	0.0455121	0.0385103	0.0297579	0.0192551	0.409524	0.416667	2.40805	5.40499	41.034	388.761	2.78562	0.253238	0	0.37878	5.566	2.53	27.9	543.376	0.048838	0.0513456	2.16686	3.67488	4.74519	5.13039	5.37822	5.54321	5.56367	1.50669	0.000402836	0.0336896	1.26324	15.0818	64.8848	94.8856	99.4641	15.5045	13.6709	10.043	11.1235	7.7834	0	0	1.21582	0	0	-5.38794	0.687339	-0.428911	-1.98385	-3.49676	-4.56713	-4.95233	-5.20015	-5.36514	-5.3856	-5.3877	100	0.648829	1.538	-1.60439	0.518352	18.7458	0	-3.60696	-3.25009	1.62656	0.171771	-0.423322	10	1	2	2	2	4	4	0	inducer
473	301.838	1.56706	1.0425	737	346	154	63	32	11	0	0	220	95	39	19	6	4	2	2	128	50	24	8	0	0	198	83	44	18	0	0	0.10912	0.583143	1.074	0	2.4417	1.14631	0.510207	0.208721	0.106017	0.0364433	0	0	0.0673815	0.162823	0.285277	0.502365	0.728867	0.314738	0.129208	0.0629476	0.0198782	0.0132521	0.00662606	0.00662606	0.820513	0.578947	6.56899	1.18397	21.053	183.677	0.696629	0.139326	0	0.773488	2.594	3.836	26.02	275.818	0.0862051	0.0943374	-0.886534	-0.742132	-0.159541	0.282392	0.758535	1.69755	2.36632	0.0265105	0.000145017	0.00145015	0.0144996	0.144807	1.42944	12.6651	59.1865	6.11528	5.53118	5.53118	0	0	0	0	0	0	0	-2.02253	1.47727	1.47548	1.458	1.3136	0.731006	0.289073	-0.187069	-1.12609	-1.79485	-1.99358	74.1248	0.513191	1.1997	-2.00697	0.861058	90.603	0	0.202239	-2.16672	-0.747309	0.496803	0.36269	7	5	6	1	1	2	0	1	inducer
720	458.377	1.57076	1.28167	1097	508	201	46	20	10	7	1	350	159	84	44	30	22	18	12	0	0	0	0	0	0	275	75	27	12	9	3	0.0270541	0.132112	0.895778	1.1732	2.39322	1.10826	0.438503	0.100354	0.0436322	0.0218161	0.0152713	0.00218161	0.0204417	0.0625278	0.109224	0.181371	0.763563	0.346876	0.183255	0.0959908	0.0654483	0.0479954	0.039269	0.0261793	0.238095	0.227273	5.60654	7.0097	35.951	318.864	1.20644	0.201073	0	0.539919	5.203	4.543	18.02	440.357	0.0393126	0.0409213	1.32347	2.01429	2.96451	3.45536	3.93773	4.76463	5.13318	0.326256	0.000573293	0.00573263	0.0572968	0.570028	5.42211	36.4392	85.1477	16.1237	12.2513	0	10.2781	0	0	0	0	0	0	-4.44222	-0.943003	-0.950017	-1.01455	-1.39113	-2.22143	-2.7003	-3.17877	-4.00402	-4.37241	-4.43471	100	1.17407	1.51234	-1.15218	1.13699	50.6366	1	-2.47758	-2.31742	-0.366267	0.734686	0.202911	5	7	2	5	2	3	3	4	inducer
854	508.8	1.67846	1.26368	1503	1122	683	330	181	100	36	6	150	67	42	22	11	7	5	3	433	147	50	19	2	0	753	373	194	99	32	1	0.0908532	0.198137	0.450387	0.695302	2.95401	2.20519	1.34237	0.648584	0.355739	0.196541	0.0707547	0.0117924	0.0602186	0.0983642	0.118368	0.271079	0.294811	0.131682	0.0825471	0.043239	0.0216195	0.0137579	0.00982704	0.00589622	4.30952	4.54545	4.76867	0.397972	44.414	478.879	0.292531	0.0265937	0	0.437858	-0.197	-5.002	181.62	327.18	0.356957	0.555107	-2.92015	-3.77148	-4.9105	-5.28697	-5.39131	-5.73483	-6.45198	0	0	0	0	0	0	0	0	26.0392	29.2424	28.6776	28.6606	29.0637	29.0637	26.3215	27.24	27.24	26.404	-2.21435	0.456979	0.201594	0.508812	1.36127	2.59601	3.38121	4.16161	5.15106	6.04371	7.08115	32.2067	-0.294171	-1.49884	-7.04247	-3.6843	100	0	2.956	3.94684	0.666766	-0.823202	0.141034	3	0	6	2	7	4	0	1	noninducer
616	423.306	1.45521	1.32946	1189	803	466	172	80	39	14	2	196	96	55	38	25	19	14	8	119	32	11	5	0	0	484	194	99	47	10	1	0.0861063	0.226003	0.612267	0.984199	2.80885	1.89697	1.10086	0.406326	0.188989	0.092132	0.033073	0.00472472	0.0125278	0.0389403	0.138616	0.110461	0.463022	0.226786	0.12993	0.0897697	0.059059	0.0448848	0.033073	0.0188989	1.45455	1.02632	2.48557	3.71229	27.174	252.339	2.50299	0.250299	0	0.675858	0.433	-1.441	96.91	326.396	0.228936	0.29691	-1.02722	-0.14767	0.325451	0.396026	0.420963	0.431775	0.432817	1.9573	0.354465	3.43507	26.2388	78.057	97.2656	99.7183	99.9578	11.8855	14.577	11.5203	12.8294	13.8505	9.08636	3.15354	8.60584	10.1154	0.946772	-2.57351	0.599309	-0.160066	-1.11329	-1.99284	-2.46596	-2.53653	-2.56147	-2.57228	-2.57332	-2.57288	57.2264	0.16217	0.398266	-4.13349	-0.922402	86.3779	0	-1.80893	-1.55867	1.05965	-0.12786	-0.276529	8	1	2	2	0	0	1	2	noninducer
616	395.634	1.55699	1.20125	1048	603	282	128	60	32	15	3	261	111	48	34	23	11	6	4	93	25	9	2	0	0	340	143	76	34	11	1	0.133337	0.508057	1.12102	1.57794	2.64891	1.52413	0.71278	0.323531	0.151655	0.0808828	0.0379138	0.00758276	0.0755515	0.127806	0.143347	0.291139	0.6597	0.280562	0.121324	0.085938	0.0581345	0.0278035	0.0151655	0.0101103	1.25	0.941176	7.02972	1.09705	27.43	289.154	1.10478	0.157826	0	0.617083	3.47	2.973	48.73	346.904	0.123169	0.140471	1.89715	0.967404	0.327774	0.199316	0.14926	0.126593	0.12426	0	21.2667	2.63006	0.269383	0.0270037	0.00270103	0.00027011	2.7011e-05	9.754	12.4641	11.0908	8.85754	7.95309	0	2.87073	2.87073	0	0	-2.84716	-2.71042	-2.17537	-1.27218	-0.325615	0.384806	0.549032	0.617252	0.649144	0.652466	0.6528	82.9876	-0.212025	0.659542	-1.76278	-0.73897	96.0769	0	-0.309728	1.83996	-1.02059	-0.102801	0.361837	5	2	4	6	5	4	2	0	noninducer
764	479.306	1.59397	1.29152	1272	780	410	159	67	26	10	2	250	124	65	47	29	17	12	5	0	0	0	0	0	0	493	203	87	31	13	4	0.0567981	0.146797	0.159204	0.868986	2.65383	1.62735	0.855403	0.331729	0.139785	0.054245	0.0208635	0.0041727	0.0609444	0.206469	0.28632	0.330366	0.521587	0.258707	0.135613	0.0980583	0.0605041	0.0354679	0.0250362	0.0104317	1.03077	0.553191	4.39354	0.721834	35.914	324.392	1.4397	0.179963	0	0.478756	4.149	3.94	44.96	434.346	0.0938022	0.103512	0.791015	1.33597	2.24248	2.72373	3.18766	3.88971	4.1149	0.566104	0.0012237	0.0122357	0.122222	1.20892	10.903	55.0302	92.4455	19.7853	24.8769	0	28.5451	0	0	21.6523	0	0	0	-4.18488	-0.686562	-0.701368	-0.8269	-1.37186	-2.27836	-2.75961	-3.22355	-3.9256	-4.15078	-4.18135	96.5832	0.508052	1.15933	-2.2081	0.712122	49.5464	0	-2.36402	-2.35249	-0.123024	0.796363	0.0700497	9	8	15	6	11	9	5	4	inducer
834	535.947	1.55612	1.39891	1102	461	164	57	25	14	3	0	377	171	59	30	18	13	5	3	0	0	0	0	0	0	219	82	35	20	7	0	0.0280804	0.237779	0.592245	0.809529	2.05617	0.86016	0.306	0.106354	0.0466464	0.026122	0.00559757	0	0.0318676	0.0976528	0.108103	0.185634	0.703428	0.319061	0.110086	0.0559757	0.0335854	0.0242561	0.00932928	0.00559757	0.423729	0.466667	5.80892	2.14806	39.751	343.89	1.88836	0.236045	0	0.396437	5.717	6.146	15.77	520.177	0.0294246	0.0303166	2.25154	2.47888	3.18345	3.64776	4.12905	5.03458	5.57658	0.131446	0.000261859	0.00261852	0.0261791	0.261175	2.55177	20.7519	72.3649	22.4044	16.5426	0	9.01653	0	0	0	0	0	0	-4.76837	-1.26873	-1.27195	-1.30291	-1.53025	-2.23482	-2.69913	-3.18043	-4.08595	-4.62795	-4.7521	100	0.384423	1.55286	-0.757072	1.00697	29.0647	0	-2.65523	-2.24507	-0.596727	0.615337	0.310922	6	1	5	0	2	1	1	0	inducer
903	552.615	1.63405	1.35276	1300	788	450	213	123	70	30	10	249	80	27	10	2	1	1	1	216	93	40	15	2	1	537	257	132	75	23	4	0.0932603	0.275289	0.547821	0.584626	2.35245	1.42595	0.814311	0.38544	0.222578	0.126671	0.0542874	0.0180958	0.0361227	0.0682588	0.177111	0.263048	0.450585	0.144766	0.0488586	0.0180958	0.00361916	0.00180958	0.00180958	0.00180958	4.55556	7	5.72546	0.384531	42.055	424.983	2.50131	0.166754	0	0.339195	1.325	-2.815	117.33	435.285	0.212318	0.269548	-0.0886915	0.132309	0.741475	1.03165	1.20678	1.31099	1.31848	1.64404	0.0304679	0.303846	2.95758	23.3582	75.288	96.7121	98.4984	25.9864	27.8223	24.2675	21.145	21.145	13.5203	12.6728	12.6728	11.7275	6.16703	-3.5434	-0.0833507	-0.336363	-1.06893	-2.01882	-2.91229	-3.23442	-3.42017	-3.52889	-3.53684	-3.48965	50.0213	0.320655	0.111638	-5.53139	-0.93261	64.652	0	-2.3283	-2.10583	0.831422	0.43216	-0.370726	5	19	7	2	0	1	1	1	inducer
641	442.759	1.44774	1.36668	1167	660	331	133	72	35	12	3	298	126	68	39	21	15	11	6	174	68	29	12	4	0	371	140	65	31	16	2	0.123273	0.460536	0.994596	1.54572	2.63574	1.49065	0.747584	0.300389	0.162617	0.0790497	0.0271028	0.00677569	0.072991	0.119024	0.123513	0.195566	0.673052	0.284579	0.153582	0.088084	0.0474298	0.0338784	0.0248442	0.0135514	1.05882	0.897436	6.89775	1.37938	31.462	316.186	1.46251	0.20893	0	0.603545	0.696	2.086	91.74	351.019	0.207201	0.261353	-4.52283	-4.30886	-3.56055	-2.99985	-2.39526	-1.28821	-0.311779	0	1.47029e-09	1.46851e-07	1.45098e-05	0.00129621	0.0626856	1.00784	9.79416	8.98684	8.54248	11.2773	7.97733	11.3318	9.50021	3.8598	5.14097	6.50978	0	-1.69522	5.28671	5.15094	4.58389	3.65754	2.60129	2.00907	1.39731	0.289013	-0.687438	-1.4132	64.0407	0.313587	0.169048	-4.09056	-1.47387	100	0	2.37081	-3.84647	-0.435143	0.506199	-0.0263413	4	4	2	6	6	4	2	1	inducer
579	380.158	1.52305	1.20377	875	443	213	82	42	18	6	1	225	87	44	26	8	4	3	1	0	0	0	0	0	0	285	105	51	27	8	1	0.0917007	0.393946	0.975126	1.41182	2.30167	1.1653	0.560293	0.2157	0.11048	0.0473487	0.0157829	0.00263048	0.0673437	0.169169	0.266264	0.359407	0.591859	0.228852	0.115741	0.0683925	0.0210439	0.0105219	0.00789145	0.00263048	0.954545	0.692308	6.8118	0.877771	24.732	242.698	1.4835	0.185437	0	0.673712	3.459	4.938	37.73	342.428	0.0992481	0.110184	3.459	3.459	3.459	3.459	3.459	3.459	3.459	2	100	100	100	100	100	100	100	10.9342	9.59135	0	5.83206	0	0	2.9476	0	0	0	-3.43533	-3.43533	-3.43533	-3.43533	-3.43533	-3.43533	-3.43533	-3.43533	-3.43533	-3.43533	-3.43533	76.5141	0.174997	1.52154	-1.38886	0.675215	53.9989	0	-3.43533	0	0	0	0	12	16	7	5	3	4	1	2	noninducer
