adverse_event_name	preferred_name	dsstox_substance_id	toxicity_label
kidney_infection	cyclobenzaprine	DTXSID0046933	0
kidney_infection	dabrafenib	DTXSID20152499	0
kidney_infection	darifenacin	DTXSID2048290	0
kidney_infection	desipramine	DTXSID6022896	0
kidney_infection	diclofenac	DTXSID6022923	0
kidney_infection	diphenoxylate	DTXSID8022951	0
kidney_infection	dolasetron	DTXSID4048276	0
kidney_infection	donepezil	DTXSID8048317	0
kidney_infection	dorzolamide	DTXSID7022960	0
kidney_infection	doxazosin	DTXSID7022964	0
kidney_infection	doxepin	DTXSID7022966	0
kidney_infection	doxorubicin	DTXSID8021480	0
kidney_infection	doxycycline	DTXSID0037653	0
kidney_infection	epoprostenol	DTXSID5022988	0
kidney_infection	escitalopram	DTXSID8048440	0
kidney_infection	ethambutol	DTXSID8023006	0
kidney_infection	etravirine	DTXSID30181412	0
kidney_infection	ferrous fumarate	DTXSID7047148	0
kidney_infection	ferrous gluconate	DTXSID4040478	0
kidney_infection	fesoterodine	DTXSID80182853	0
kidney_infection	fluticasone	DTXSID0044022	0
kidney_infection	fondaparinux	DTXSID10146903	0
kidney_infection	fosamprenavir	DTXSID2048296	0
kidney_infection	gadoversetamide	DTXSID10156865	0
kidney_infection	gemcitabine	DTXSID3040487	0
kidney_infection	glycopyrrolate	DTXSID2048165	0
kidney_infection	granisetron	DTXSID0023111	0
kidney_infection	guanfacine	DTXSID9046944	0
kidney_infection	hydralazine	DTXSID4023129	0
kidney_infection	hydrocodone	DTXSID8023131	0
kidney_infection	hydromorphone	DTXSID8023133	0
kidney_infection	hydroxychloroquine	DTXSID8023135	0
kidney_infection	idarubicin	DTXSID7023142	0
kidney_infection	imatinib	DTXSID3037125	0
kidney_infection	indacaterol	DTXSID90185198	0
kidney_infection	ipratropium	DTXSID9048437	0
kidney_infection	irinotecan	DTXSID1041051	0
kidney_infection	ketorolac	DTXSID8023189	0
kidney_infection	labetalol	DTXSID2023191	0
kidney_infection	latanoprost	DTXSID1041057	0
kidney_infection	levalbuterol	DTXSID80187964	0
kidney_infection	levetiracetam	DTXSID9023207	0
kidney_infection	levocarnitine	DTXSID4023208	0
kidney_infection	levocetirizine	DTXSID60156294	0
kidney_infection	linaclotide	DTXSID90234256	0
kidney_infection	lincomycin	DTXSID3023215	0
kidney_infection	lisdexamfetamine	DTXSID00209652	0
kidney_infection	lisinopril	DTXSID6040537	0
kidney_infection	lithium	DTXSID5036761	0
kidney_infection	lithium carbonate	DTXSID1023784	0
kidney_infection	lomitapide	DTXSID50171294	0
kidney_infection	macitentan	DTXSID50196063	0
kidney_infection	magnesium hydroxide	DTXSID4049662	0
kidney_infection	meclizine	DTXSID0023242	0
kidney_infection	meperidine	DTXSID9023253	0
kidney_infection	metaproterenol	DTXSID8048529	0
kidney_infection	methadone	DTXSID7023273	0
kidney_infection	methscopolamine	DTXSID0046931	0
kidney_infection	methylphenidate	DTXSID5023299	0
kidney_infection	midodrine	DTXSID0023321	0
kidney_infection	milnacipran	DTXSID3048287	0
kidney_infection	mitoxantrone	DTXSID4046947	0
kidney_infection	moexipril	DTXSID9023330	0
kidney_infection	montelukast	DTXSID9023334	0
kidney_infection	morphine	DTXSID9023336	0
kidney_infection	moxifloxacin	DTXSID3048491	0
kidney_infection	naratriptan	DTXSID7023354	0
kidney_infection	nebivolol	DTXSID9040556	0
kidney_infection	nilotinib	DTXSID5042663	0
kidney_infection	olmesartan	DTXSID2040571	0
kidney_infection	olopatadine	DTXSID3023390	0
kidney_infection	orphenadrine	DTXSID3023396	0
kidney_infection	oseltamivir	DTXSID9044291	0
kidney_infection	oxycodone	DTXSID5023407	0
kidney_infection	oxygen	DTXSID2037681	0
kidney_infection	oxytocin	DTXSID8048361	0
kidney_infection	pemetrexed	DTXSID2048329	0
kidney_infection	penicillin v	DTXSID3023429	0
kidney_infection	pentosan polysulfate	DTXSID10190764	0
kidney_infection	phenazopyridine	DTXSID1023445	0
kidney_infection	phenylephrine	DTXSID9023465	0
kidney_infection	pioglitazone	DTXSID3037129	0
kidney_infection	piperacillin	DTXSID2023482	0
kidney_infection	pirbuterol	DTXSID0046937	0
kidney_infection	potassium	DTXSID9049748	0
kidney_infection	pravastatin	DTXSID6023498	0
kidney_infection	prochlorperazine	DTXSID7023514	0
kidney_infection	propoxyphene	DTXSID1023524	0
kidney_infection	propranolol	DTXSID6023525	0
kidney_infection	pseudoephedrine	DTXSID0023537	0
kidney_infection	pyridostigmine	DTXSID20165786	0
kidney_infection	quinapril	DTXSID4023547	0
kidney_infection	quinine	DTXSID0044280	0
kidney_infection	rabeprazole	DTXSID3044122	0
kidney_infection	regorafenib	DTXSID60226441	0
kidney_infection	roflumilast	DTXSID8044123	0
kidney_infection	ruxolitinib	DTXSID10240930	0
kidney_infection	saquinavir	DTXSID6044012	0
kidney_infection	scopolamine	DTXSID6023573	0
kidney_infection	selegiline	DTXSID6023575	0
kidney_infection	sibutramine	DTXSID1023578	0
kidney_infection	sildenafil	DTXSID6023579	0
kidney_infection	sitagliptin	DTXSID70197572	0
kidney_infection	sodium bicarbonate	DTXSID9021269	0
kidney_infection	sodium chloride	DTXSID3021271	0
kidney_infection	sodium selenate	DTXSID5032076	0
kidney_infection	solifenacin	DTXSID3048289	0
kidney_infection	sorafenib	DTXSID7041128	0
kidney_infection	sultopride	DTXSID9023627	0
kidney_infection	sunitinib	DTXSID1041134	0
kidney_infection	tamsulosin	DTXSID3023631	0
kidney_infection	tapentadol	DTXSID30170003	0
kidney_infection	tazobactam	DTXSID8023634	0
kidney_infection	tenofovir disoproxil	DTXSID5052757	0
kidney_infection	terazosin	DTXSID3023639	0
kidney_infection	terbutaline	DTXSID7021310	0
kidney_infection	tetracaine	DTXSID1043883	0
kidney_infection	tetrahydrozoline	DTXSID1047861	0
kidney_infection	thiamine	DTXSID2023648	0
kidney_infection	tiagabine	DTXSID5023663	0
kidney_infection	tiotropium	DTXSID5044281	0
kidney_infection	topotecan	DTXSID3042685	0
kidney_infection	trazodone	DTXSID5045043	0
kidney_infection	trimetazidine	DTXSID2048531	0
kidney_infection	trospium	DTXSID6048337	0
kidney_infection	valganciclovir	DTXSID8048288	0
kidney_infection	vancomycin	DTXSID0042664	0
kidney_infection	vardenafil	DTXSID3048318	0
kidney_infection	vemurafenib	DTXSID50238710	0
kidney_infection	vilanterol	DTXSID80198318	0
kidney_infection	vinorelbine	DTXSID8040640	0
kidney_infection	water	DTXSID6026296	0
kidney_infection	zopiclone	DTXSID4041155	0
acute_kidney_injury	alverine	DTXSID0048557	1
acute_kidney_injury	amlodipine	DTXSID7022596	1
acute_kidney_injury	artesunate	DTXSID3042681	1
acute_kidney_injury	bisoprolol	DTXSID6022682	1
acute_kidney_injury	ceftaroline	DTXSID90172341	1
acute_kidney_injury	clindamycin	DTXSID2022836	1
acute_kidney_injury	dabrafenib	DTXSID20152499	1
acute_kidney_injury	dorzolamide	DTXSID7022960	1
acute_kidney_injury	ephedrine	DTXSID0022985	1
acute_kidney_injury	epoprostenol	DTXSID5022988	1
acute_kidney_injury	ferrous fumarate	DTXSID7047148	1
acute_kidney_injury	hydralazine	DTXSID4023129	1
acute_kidney_injury	hydrocodone	DTXSID8023131	1
acute_kidney_injury	iothalamic acid	DTXSID5023164	1
acute_kidney_injury	ipratropium	DTXSID9048437	1
acute_kidney_injury	lisinopril	DTXSID6040537	1
acute_kidney_injury	macitentan	DTXSID50196063	1
acute_kidney_injury	morphine	DTXSID9023336	1
acute_kidney_injury	olmesartan	DTXSID2040571	1
acute_kidney_injury	piperacillin	DTXSID2023482	1
acute_kidney_injury	pirenoxine	DTXSID6048335	1
acute_kidney_injury	ponatinib	DTXSID50241426	1
acute_kidney_injury	quinine	DTXSID0044280	1
acute_kidney_injury	regorafenib	DTXSID60226441	1
acute_kidney_injury	sodium bicarbonate	DTXSID9021269	1
acute_kidney_injury	sodium chloride	DTXSID3021271	1
acute_kidney_injury	tazobactam	DTXSID8023634	1
acute_kidney_injury	valacyclovir	DTXSID1023732	1
acute_kidney_injury	valganciclovir	DTXSID8048288	1
acute_kidney_injury	vancomycin	DTXSID0042664	1
acute_kidney_injury	vinblastine	DTXSID8021430	1
acute_kidney_injury	acebutolol	DTXSID2048539	0
acute_kidney_injury	alfuzosin	DTXSID6048549	0
acute_kidney_injury	aluminum hydroxide	DTXSID2036405	0
acute_kidney_injury	amitriptyline	DTXSID7022594	0
acute_kidney_injury	amphetamine	DTXSID4022600	0
acute_kidney_injury	anagrelide	DTXSID4048305	0
acute_kidney_injury	apixaban	DTXSID80436500	0
acute_kidney_injury	arginine	DTXSID8022618	0
acute_kidney_injury	azelastine	DTXSID6022638	0
acute_kidney_injury	benazepril	DTXSID5022645	0
acute_kidney_injury	benserazide	DTXSID9022651	0
acute_kidney_injury	benzydamine	DTXSID7047859	0
acute_kidney_injury	betahistine	DTXSID3022665	0
acute_kidney_injury	bicalutamide	DTXSID2022678	0
acute_kidney_injury	biperiden	DTXSID6022680	0
acute_kidney_injury	bromazepam	DTXSID40171081	0
acute_kidney_injury	budesonide	DTXSID8020202	0
acute_kidney_injury	butalbital	DTXSID6022711	0
acute_kidney_injury	cabazitaxel	DTXSID40171389	0
acute_kidney_injury	calcium acetate	DTXSID0020234	0
acute_kidney_injury	canrenoic acid	DTXSID5022726	0
acute_kidney_injury	carbon monoxide	DTXSID5027273	0
acute_kidney_injury	carvedilol	DTXSID8022747	0
acute_kidney_injury	cefotaxime	DTXSID6022761	0
acute_kidney_injury	cefpodoxime	DTXSID6022765	0
acute_kidney_injury	ceftazidime	DTXSID5022770	0
acute_kidney_injury	ceftriaxone	DTXSID0022773	0
acute_kidney_injury	celiprolol	DTXSID3020259	0
acute_kidney_injury	chlorpheniramine	DTXSID0022804	0
acute_kidney_injury	cilastatin	DTXSID8048238	0
acute_kidney_injury	cinacalcet	DTXSID8048286	0
acute_kidney_injury	ciprofloxacin	DTXSID8022824	0
acute_kidney_injury	clarithromycin	DTXSID3022829	0
acute_kidney_injury	clopidogrel	DTXSID6022848	0
acute_kidney_injury	clotiazepam	DTXSID0022852	0
acute_kidney_injury	cobicistat	DTXSID00143269	0
acute_kidney_injury	cocaine	DTXSID2038443	0
acute_kidney_injury	coenzyme a	DTXSID9048302	0
acute_kidney_injury	cyclobenzaprine	DTXSID0046933	0
acute_kidney_injury	cyclophosphamide	DTXSID5020364	0
acute_kidney_injury	dabigatran	DTXSID50175419	0
acute_kidney_injury	darifenacin	DTXSID2048290	0
acute_kidney_injury	demeclocycline	DTXSID1022893	0
acute_kidney_injury	dexchlorpheniramine	DTXSID50180225	0
acute_kidney_injury	dextroamphetamine	DTXSID8022907	0
acute_kidney_injury	dextromethorphan	DTXSID3022908	0
acute_kidney_injury	dichloralphenazone	DTXSID2022919	0
acute_kidney_injury	diclofenac	DTXSID6022923	0
acute_kidney_injury	dihydrocodeine	DTXSID5022936	0
acute_kidney_injury	diphenoxylate	DTXSID8022951	0
acute_kidney_injury	distigmine	DTXSID00169484	0
acute_kidney_injury	doxazosin	DTXSID7022964	0
acute_kidney_injury	doxepin	DTXSID7022966	0
acute_kidney_injury	doxorubicin	DTXSID8021480	0
acute_kidney_injury	duloxetine	DTXSID6048385	0
acute_kidney_injury	econazole	DTXSID2029872	0
acute_kidney_injury	epirubicin	DTXSID0022987	0
acute_kidney_injury	ertapenem	DTXSID50165456	0
acute_kidney_injury	escitalopram	DTXSID8048440	0
acute_kidney_injury	esomeprazole	DTXSID4044292	0
acute_kidney_injury	ethambutol	DTXSID8023006	0
acute_kidney_injury	etravirine	DTXSID30181412	0
acute_kidney_injury	ferrous gluconate	DTXSID4040478	0
acute_kidney_injury	fesoterodine	DTXSID80182853	0
acute_kidney_injury	flunitrazepam	DTXSID7023065	0
acute_kidney_injury	flupirtine	DTXSID4048436	0
acute_kidney_injury	fondaparinux	DTXSID10146903	0
acute_kidney_injury	foscarnet	DTXSID0048478	0
acute_kidney_injury	fosinopril	DTXSID1023079	0
acute_kidney_injury	gemcitabine	DTXSID3040487	0
acute_kidney_injury	glatiramer	DTXSID50182865	0
acute_kidney_injury	goserelin	DTXSID7048297	0
acute_kidney_injury	granisetron	DTXSID0023111	0
acute_kidney_injury	hydromorphone	DTXSID8023133	0
acute_kidney_injury	hydroxychloroquine	DTXSID8023135	0
acute_kidney_injury	idarubicin	DTXSID7023142	0
acute_kidney_injury	imatinib	DTXSID3037125	0
acute_kidney_injury	imidapril	DTXSID2048242	0
acute_kidney_injury	irinotecan	DTXSID1041051	0
acute_kidney_injury	ivabradine	DTXSID2048240	0
acute_kidney_injury	ivacaftor	DTXSID00236281	0
acute_kidney_injury	ketorolac	DTXSID8023189	0
acute_kidney_injury	labetalol	DTXSID2023191	0
acute_kidney_injury	latanoprost	DTXSID1041057	0
acute_kidney_injury	ledipasvir	DTXSID90154829	0
acute_kidney_injury	lercanidipine	DTXSID2048327	0
acute_kidney_injury	levetiracetam	DTXSID9023207	0
acute_kidney_injury	levofloxacin	DTXSID0041060	0
acute_kidney_injury	linaclotide	DTXSID90234256	0
acute_kidney_injury	lithium	DTXSID5036761	0
acute_kidney_injury	lithium carbonate	DTXSID1023784	0
acute_kidney_injury	lomitapide	DTXSID50171294	0
acute_kidney_injury	loxapine	DTXSID7023229	0
acute_kidney_injury	magnesium hydroxide	DTXSID4049662	0
acute_kidney_injury	magnesium oxide	DTXSID9049665	0
acute_kidney_injury	magnesium sulfate	DTXSID6042105	0
acute_kidney_injury	maraviroc	DTXSID8048949	0
acute_kidney_injury	meclizine	DTXSID0023242	0
acute_kidney_injury	meperidine	DTXSID9023253	0
acute_kidney_injury	mesna	DTXSID8023264	0
acute_kidney_injury	methadone	DTXSID7023273	0
acute_kidney_injury	methylphenidate	DTXSID5023299	0
acute_kidney_injury	metopimazine	DTXSID80161224	0
acute_kidney_injury	milnacipran	DTXSID3048287	0
acute_kidney_injury	mitoxantrone	DTXSID4046947	0
acute_kidney_injury	moxifloxacin	DTXSID3048491	0
acute_kidney_injury	nebivolol	DTXSID9040556	0
acute_kidney_injury	nefopam	DTXSID2048535	0
acute_kidney_injury	nilotinib	DTXSID5042663	0
acute_kidney_injury	nitrous oxide	DTXSID8021066	0
acute_kidney_injury	nortriptyline	DTXSID9023384	0
acute_kidney_injury	orlistat	DTXSID8023395	0
acute_kidney_injury	oseltamivir	DTXSID9044291	0
acute_kidney_injury	oxybutynin	DTXSID0023406	0
acute_kidney_injury	oxycodone	DTXSID5023407	0
acute_kidney_injury	oxygen	DTXSID2037681	0
acute_kidney_injury	palonosetron	DTXSID5048342	0
acute_kidney_injury	pancuronium	DTXSID7048405	0
acute_kidney_injury	parecoxib	DTXSID1044229	0
acute_kidney_injury	pemetrexed	DTXSID2048329	0
acute_kidney_injury	penicillin g	DTXSID5046934	0
acute_kidney_injury	penicillin v	DTXSID3023429	0
acute_kidney_injury	pentamidine	DTXSID7023431	0
acute_kidney_injury	perampanel	DTXSID80191501	0
acute_kidney_injury	phenazopyridine	DTXSID1023445	0
acute_kidney_injury	phenprocoumon	DTXSID5023459	0
acute_kidney_injury	phenylephrine	DTXSID9023465	0
acute_kidney_injury	pipamperone	DTXSID8048369	0
acute_kidney_injury	pitavastatin	DTXSID1048384	0
acute_kidney_injury	potassium chloride	DTXSID5021178	0
acute_kidney_injury	pravastatin	DTXSID6023498	0
acute_kidney_injury	prilocaine	DTXSID7031955	0
acute_kidney_injury	prochlorperazine	DTXSID7023514	0
acute_kidney_injury	propiverine	DTXSID5048265	0
acute_kidney_injury	propranolol	DTXSID6023525	0
acute_kidney_injury	quinapril	DTXSID4023547	0
acute_kidney_injury	quinidine	DTXSID4023549	0
acute_kidney_injury	rabeprazole	DTXSID3044122	0
acute_kidney_injury	remifentanil	DTXSID00157826	0
acute_kidney_injury	risedronic acid	DTXSID2023563	0
acute_kidney_injury	rivastigmine	DTXSID7023564	0
acute_kidney_injury	rocuronium	DTXSID6048339	0
acute_kidney_injury	rosuvastatin	DTXSID8048492	0
acute_kidney_injury	ruxolitinib	DTXSID10240930	0
acute_kidney_injury	saquinavir	DTXSID6044012	0
acute_kidney_injury	scopolamine	DTXSID6023573	0
acute_kidney_injury	selegiline	DTXSID6023575	0
acute_kidney_injury	sertraline	DTXSID6023577	0
acute_kidney_injury	silodosin	DTXSID40167045	0
acute_kidney_injury	sitagliptin	DTXSID70197572	0
acute_kidney_injury	sodium ferric gluconate complex	DTXSID80187686	0
acute_kidney_injury	solifenacin	DTXSID3048289	0
acute_kidney_injury	sorafenib	DTXSID7041128	0
acute_kidney_injury	succinylcholine	DTXSID7048455	0
acute_kidney_injury	sufentanil	DTXSID6023604	0
acute_kidney_injury	tamsulosin	DTXSID3023631	0
acute_kidney_injury	telaprevir	DTXSID40193304	0
acute_kidney_injury	tenofovir	DTXSID9040132	0
acute_kidney_injury	tenofovir disoproxil	DTXSID5052757	0
acute_kidney_injury	terazosin	DTXSID3023639	0
acute_kidney_injury	terbutaline	DTXSID7021310	0
acute_kidney_injury	tetracaine	DTXSID1043883	0
acute_kidney_injury	thiamine	DTXSID2023648	0
acute_kidney_injury	thiopental	DTXSID1023653	0
acute_kidney_injury	tianeptine	DTXSID7048295	0
acute_kidney_injury	tiotropium	DTXSID5044281	0
acute_kidney_injury	tofacitinib	DTXSID90197271	0
acute_kidney_injury	topotecan	DTXSID3042685	0
acute_kidney_injury	trazodone	DTXSID5045043	0
acute_kidney_injury	trimebutine	DTXSID4023707	0
acute_kidney_injury	trimeprazine	DTXSID9023708	0
acute_kidney_injury	trimethobenzamide	DTXSID8023711	0
acute_kidney_injury	triptorelin	DTXSID2048375	0
acute_kidney_injury	trospium	DTXSID6048337	0
acute_kidney_injury	vardenafil	DTXSID3048318	0
acute_kidney_injury	vecuronium	DTXSID1044146	0
acute_kidney_injury	vilanterol	DTXSID80198318	0
acute_kidney_injury	vindesine	DTXSID6023739	0
acute_kidney_injury	vinorelbine	DTXSID8040640	0
acute_kidney_injury	zopiclone	DTXSID4041155	0
renal_pain	bromazepam	DTXSID40171081	1
renal_pain	chloroquine	DTXSID2040446	1
renal_pain	ciprofloxacin	DTXSID8022824	1
renal_pain	clemastine	DTXSID2022832	1
renal_pain	clonazepam	DTXSID1022845	1
renal_pain	diclofenac	DTXSID6022923	1
renal_pain	doxazosin	DTXSID7022964	1
renal_pain	fenoterol	DTXSID4023046	1
renal_pain	flavoxate	DTXSID3023053	1
renal_pain	flupenthixol	DTXSID3058749	1
renal_pain	fosamprenavir	DTXSID2048296	1
renal_pain	gadoversetamide	DTXSID10156865	1
renal_pain	hydrocodone	DTXSID8023131	1
renal_pain	levalbuterol	DTXSID80187964	1
renal_pain	levofloxacin	DTXSID0041060	1
renal_pain	lisinopril	DTXSID6040537	1
renal_pain	milnacipran	DTXSID3048287	1
renal_pain	naratriptan	DTXSID7023354	1
renal_pain	nefazodone	DTXSID2023357	1
renal_pain	opipramol	DTXSID3023394	1
renal_pain	orlistat	DTXSID8023395	1
renal_pain	oxymorphone	DTXSID5023409	1
renal_pain	perflutren	DTXSID9052503	1
renal_pain	quinine	DTXSID0044280	1
renal_pain	rosuvastatin	DTXSID8048492	1
renal_pain	silodosin	DTXSID40167045	1
renal_pain	sitagliptin	DTXSID70197572	1
renal_pain	sodium ferric gluconate complex	DTXSID80187686	1
renal_pain	sodium selenate	DTXSID5032076	1
renal_pain	solifenacin	DTXSID3048289	1
renal_pain	tamsulosin	DTXSID3023631	1
renal_pain	valacyclovir	DTXSID1023732	1
renal_pain	water	DTXSID6026296	1
renal_pain	acetate	DTXSID1037694	0
renal_pain	alfuzosin	DTXSID6048549	0
renal_pain	alogliptin	DTXSID90234130	0
renal_pain	alosetron	DTXSID6044278	0
renal_pain	aluminum hydroxide	DTXSID2036405	0
renal_pain	ambroxol	DTXSID8022583	0
renal_pain	amitriptyline	DTXSID7022594	0
renal_pain	amlodipine	DTXSID7022596	0
renal_pain	apixaban	DTXSID80436500	0
renal_pain	atomoxetine	DTXSID9044297	0
renal_pain	azelastine	DTXSID6022638	0
renal_pain	benazepril	DTXSID5022645	0
renal_pain	benserazide	DTXSID9022651	0
renal_pain	betahistine	DTXSID3022665	0
renal_pain	bicalutamide	DTXSID2022678	0
renal_pain	bisoprolol	DTXSID6022682	0
renal_pain	bromhexine	DTXSID6022686	0
renal_pain	budesonide	DTXSID8020202	0
renal_pain	bupivacaine	DTXSID2022703	0
renal_pain	buprenorphine	DTXSID2022705	0
renal_pain	butalbital	DTXSID6022711	0
renal_pain	cabazitaxel	DTXSID40171389	0
renal_pain	cabozantinib	DTXSID10233968	0
renal_pain	cefdinir	DTXSID8046084	0
renal_pain	cefpodoxime	DTXSID6022765	0
renal_pain	ceftriaxone	DTXSID0022773	0
renal_pain	cetirizine	DTXSID4022787	0
renal_pain	cevimeline	DTXSID2023777	0
renal_pain	chlorpheniramine	DTXSID0022804	0
renal_pain	chromium	DTXSID3031022	0
renal_pain	cinacalcet	DTXSID8048286	0
renal_pain	citalopram	DTXSID8022826	0
renal_pain	clarithromycin	DTXSID3022829	0
renal_pain	clindamycin	DTXSID2022836	0
renal_pain	clopidogrel	DTXSID6022848	0
renal_pain	cyclobenzaprine	DTXSID0046933	0
renal_pain	darifenacin	DTXSID2048290	0
renal_pain	deferoxamine	DTXSID7022887	0
renal_pain	desipramine	DTXSID6022896	0
renal_pain	dexchlorpheniramine	DTXSID50180225	0
renal_pain	dextroamphetamine	DTXSID8022907	0
renal_pain	dextromethorphan	DTXSID3022908	0
renal_pain	dihydrocodeine	DTXSID5022936	0
renal_pain	diphenoxylate	DTXSID8022951	0
renal_pain	donepezil	DTXSID8048317	0
renal_pain	dorzolamide	DTXSID7022960	0
renal_pain	doxepin	DTXSID7022966	0
renal_pain	doxorubicin	DTXSID8021480	0
renal_pain	doxycycline	DTXSID0037653	0
renal_pain	duloxetine	DTXSID6048385	0
renal_pain	epinastine	DTXSID2048371	0
renal_pain	epirubicin	DTXSID0022987	0
renal_pain	epoprostenol	DTXSID5022988	0
renal_pain	ergotamine	DTXSID9043774	0
renal_pain	escitalopram	DTXSID8048440	0
renal_pain	esmolol	DTXSID4022995	0
renal_pain	esomeprazole	DTXSID4044292	0
renal_pain	ethambutol	DTXSID8023006	0
renal_pain	etravirine	DTXSID30181412	0
renal_pain	ferrous gluconate	DTXSID4040478	0
renal_pain	fesoterodine	DTXSID80182853	0
renal_pain	fingolimod	DTXSID40167363	0
renal_pain	flunitrazepam	DTXSID7023065	0
renal_pain	fluticasone	DTXSID0044022	0
renal_pain	foscarnet	DTXSID0048478	0
renal_pain	fosfomycin	DTXSID4048480	0
renal_pain	fosinopril	DTXSID1023079	0
renal_pain	gemcitabine	DTXSID3040487	0
renal_pain	gemifloxacin	DTXSID3048495	0
renal_pain	glatiramer	DTXSID50182865	0
renal_pain	glucosamine	DTXSID4023098	0
renal_pain	glycopyrrolate	DTXSID2048165	0
renal_pain	goserelin	DTXSID7048297	0
renal_pain	granisetron	DTXSID0023111	0
renal_pain	hydralazine	DTXSID4023129	0
renal_pain	hydromorphone	DTXSID8023133	0
renal_pain	hydroxychloroquine	DTXSID8023135	0
renal_pain	imatinib	DTXSID3037125	0
renal_pain	indacaterol	DTXSID90185198	0
renal_pain	indinavir	DTXSID4043802	0
renal_pain	ipratropium	DTXSID9048437	0
renal_pain	ivabradine	DTXSID2048240	0
renal_pain	ivacaftor	DTXSID00236281	0
renal_pain	ketorolac	DTXSID8023189	0
renal_pain	labetalol	DTXSID2023191	0
renal_pain	latanoprost	DTXSID1041057	0
renal_pain	lercanidipine	DTXSID2048327	0
renal_pain	levetiracetam	DTXSID9023207	0
renal_pain	levocabastine	DTXSID1048548	0
renal_pain	levocetirizine	DTXSID60156294	0
renal_pain	linaclotide	DTXSID90234256	0
renal_pain	lisdexamfetamine	DTXSID00209652	0
renal_pain	lithium carbonate	DTXSID1023784	0
renal_pain	lomitapide	DTXSID50171294	0
renal_pain	macitentan	DTXSID50196063	0
renal_pain	magnesium hydroxide	DTXSID4049662	0
renal_pain	magnesium sulfate	DTXSID6042105	0
renal_pain	manidipine	DTXSID2043745	0
renal_pain	meclizine	DTXSID0023242	0
renal_pain	mefloquine	DTXSID4037168	0
renal_pain	meperidine	DTXSID9023253	0
renal_pain	mesna	DTXSID8023264	0
renal_pain	metaproterenol	DTXSID8048529	0
renal_pain	methadone	DTXSID7023273	0
renal_pain	midodrine	DTXSID0023321	0
renal_pain	mitoxantrone	DTXSID4046947	0
renal_pain	montelukast	DTXSID9023334	0
renal_pain	morphine	DTXSID9023336	0
renal_pain	moxifloxacin	DTXSID3048491	0
