assay_name	compound_pubchem_cid	sig_id	col_id
tox21-aromatase-p1	CID_3334	LKCP002_MCF7_24H:D22	48
tox21-aromatase-p1	CID_162834	CPC016_MCF7_24H:BRD-K41160163-001-01-9:10	49
tox21-aromatase-p1	CID_82153	CPD002_MCF7_24H:BRD-K18674849-001-01-0:10	50
tox21-aromatase-p1	CID_9642	CPD002_MCF7_24H:BRD-K47036706-001-01-9:10	51
tox21-aromatase-p1	CID_15209	CPD002_MCF7_24H:BRD-K58746048-001-01-6:10	52
tox21-aromatase-p1	CID_446155	LKCP002_MCF7_24H:L10	53
tox21-aromatase-p1	CID_23663976	LKCP002_MCF7_24H:L10	53
tox21-aromatase-p1	CID_11273	LKCP001_MCF7_24H:N19	54
tox21-aromatase-p1	CID_47936	CPC018_MCF7_24H:BRD-K09602097-001-04-5:10	55
tox21-aromatase-p1	CID_104741	DPK.CP002_MCF7_24H:BRD-A17828570:10	56
tox21-aromatase-p1	CID_5280961	REP.A007_MCF7_24H:D01	57
tox21-aromatase-p1	CID_441140	REP.A010_MCF7_24H:C01	58
tox21-aromatase-p1	CID_443943	DPK.CP002_MCF7_24H:BRD-K81709173:10	59
tox21-aromatase-p1	CID_5754	MUC.CP008_MCF7_24H:P01	60
tox21-aromatase-p1	CID_3718	REP.A013_MCF7_24H:O13	61
tox21-aromatase-p1	CID_65492	CPD003_MCF7_24H:O03	62
tox21-aromatase-p1	CID_3760	REP.A028_MCF7_24H:E01	63
tox21-aromatase-p1	CID_5281565	CPC015_MCF7_24H:BRD-A75455249-001-12-9:10	64
tox21-aromatase-p1	CID_5311217	REP.A007_MCF7_24H:B19	65
tox21-aromatase-p1	CID_3883	CPD003_MCF7_24H:H06	66
tox21-aromatase-p1	CID_3899	REP.A024_MCF7_24H:M19	67
tox21-aromatase-p1	CID_3902	CPD003_MCF7_24H:N11	68
tox21-aromatase-p1	CID_5819	CPD002_MCF7_24H:BRD-K30685142-001-11-3:10	69
tox21-aromatase-p1	CID_53232	CPD002_MCF7_24H:BRD-K17113870-001-01-2:10	70
tox21-aromatase-p1	CID_3003141	REP.A023_MCF7_24H:L07	71
tox21-aromatase-p1	CID_247839	CPC017_MCF7_24H:BRD-K56515112-001-03-4:10	72
tox21-aromatase-p1	CID_14219	CPD001_MCF7_24H:BRD-K79602928-003-13-2:10	73
tox21-aromatase-p1	CID_4091	CPD001_MCF7_24H:BRD-K79602928-003-13-2:10	73
tox21-aromatase-p1	CID_6741	REP.A016_MCF7_24H:H01	74
tox21-aromatase-p1	CID_64715	CPC016_MCF7_24H:BRD-K94441233-001-03-1:10	75
tox21-aromatase-p1	CID_4189	REP.A021_MCF7_24H:E19	76
tox21-aromatase-p1	CID_7638	CPD003_MCF7_24H:G06	77
tox21-aromatase-p1	CID_4409	CPC005_MCF7_24H:BRD-K65146499-001-14-7:10	78
tox21-aromatase-p1	CID_3032818	CPC015_MCF7_24H:BRD-K34014345-001-03-4:10	79
tox21-aromatase-p1	CID_5311309	REP.A013_MCF7_24H:P19	80
tox21-aromatase-p1	CID_4477	CPC006_MCF7_24H:E12	81
tox21-aromatase-p1	CID_4485	CPC006_MCF7_24H:L13	82
tox21-aromatase-p1	CID_41684	CPC011_MCF7_24H:BRD-K96471533-001-04-1:10	83
tox21-aromatase-p1	CID_4122	CPC015_MCF7_24H:BRD-K12539581-001-14-6:10	84
tox21-aromatase-p1	CID_439501	CPC016_MCF7_24H:BRD-K35708212-331-03-1:10	85
tox21-aromatase-p1	CID_26596	ASG002_MCF7_24H:O16	86
tox21-aromatase-p1	CID_9826528	PBIOA014_MCF7_24H:J19	87
tox21-aromatase-p1	CID_61100	CPC009_MCF7_24H:BRD-K87024524-001-03-2:10	88
tox21-aromatase-p1	CID_10126299	REP.A020_MCF7_24H:D07	89
tox21-aromatase-p1	CID_638024	CPC016_MCF7_24H:BRD-K59522102-001-08-8:10	90
tox21-aromatase-p1	CID_6714002	CPD003_MCF7_24H:B10	91
tox21-aromatase-p1	CID_5755	DPK.CP002_MCF7_24H:BRD-A27887842:10	92
tox21-aromatase-p1	CID_5035	ASG002_MCF7_24H:O10	93
tox21-aromatase-p1	CID_65981	CPC011_MCF7_24H:BRD-K82846253-001-11-3:10	94
tox21-aromatase-p1	CID_5770	CPC015_MCF7_24H:BRD-K95921201-001-07-0:10	95
tox21-aromatase-p1	CID_445154	ENR001_MCF7_24H:C01	96
tox21-aromatase-p1	CID_445354	CPC014_MCF7_24H:BRD-K22429181-001-08-4:10	97
tox21-aromatase-p1	CID_37542	CPD003_MCF7_24H:H07	98
tox21-aromatase-p1	CID_5070	REP.A006_MCF7_24H:H19	99
tox21-aromatase-p1	CID_16051942	CPC016_MCF7_24H:BRD-K31627533-001-03-8:10	100
tox21-aromatase-p1	CID_56840936	LKCP001_MCF7_24H:D22	101
tox21-aromatase-p1	CID_10127622	PBIOA019_MCF7_24H:D07	102
tox21-aromatase-p1	CID_54454	CPD003_MCF7_24H:M11	103
tox21-aromatase-p1	CID_5284616	DOSVAL005_MCF7_24H:BRD-A79768653:10	104
tox21-aromatase-p1	CID_5282219	REP.A012_MCF7_24H:F13	105
tox21-aromatase-p1	CID_5833	CPD001_MCF7_24H:BRD-K67919934-001-01-5:10	106
tox21-aromatase-p1	CID_68770	REP.A028_MCF7_24H:H07	107
tox21-aromatase-p1	CID_108143	ASG002_MCF7_24H:G10	108
tox21-aromatase-p1	CID_2733526	PBIOA018_MCF7_24H:J19	109
tox21-aromatase-p1	CID_2733525	PBIOA018_MCF7_24H:J19	109
tox21-aromatase-p1	CID_3038522	ASG003_MCF7_24H:D13	110
tox21-aromatase-p1	CID_5381	REP.A024_MCF7_24H:I13	111
tox21-aromatase-p1	CID_5482	CPD001_MCF7_24H:BRD-A33084557-001-02-5:10	112
tox21-aromatase-p1	CID_2723601	REP.A025_MCF7_24H:J19	113
tox21-aromatase-p1	CID_5510	REP.A013_MCF7_24H:P13	114
tox21-aromatase-p1	CID_3969	CPC005_MCF7_24H:BRD-K74765201-001-03-5:10	115
tox21-aromatase-p1	CID_31307	CPD001_MCF7_24H:BRD-K23714869-001-01-2:10	116
tox21-aromatase-p1	CID_5546	CPD001_MCF7_24H:BRD-K92049597-001-14-1:10	117
tox21-aromatase-p1	CID_65399	CPC018_MCF7_24H:BRD-K80431395-001-02-4:10	118
tox21-aromatase-p1	CID_50248	REP.A021_MCF7_24H:D19	119
tox21-aromatase-p1	CID_656583	REP.A017_MCF7_24H:J19	120
tox21-aromatase-p1	CID_5593	CPC005_MCF7_24H:BRD-A79672927-001-10-8:10	121
tox21-aromatase-p1	CID_454216	REP.A023_MCF7_24H:O13	122
tox21-aromatase-p1	CID_22386467	CPD002_MCF7_24H:BRD-K70163715-001-01-0:10	123
tox21-aromatase-p1	CID_151194	CPD002_MCF7_24H:BRD-K70163715-001-01-0:10	123
tox21-aromatase-p1	CID_5732	ASG003_MCF7_24H:A10	124
tox21-rt-viability-hepg2-p1	CID_17513	POL001_HEPG2_24H:P07	125
tox21-rt-viability-hepg2-p1	CID_60823	CVD001_HEPG2_24H:BRD-U88459701-000-01-8:10	126
tox21-rt-viability-hepg2-p1	CID_6450551	PBIOA021_HEPG2_24H:K19	127
tox21-rt-viability-hepg2-p1	CID_82146	PBIOA018_HEPG2_24H:M19	128
tox21-rt-viability-hepg2-p1	CID_387447	PBIOA019_HEPG2_24H:O03	129
tox21-rt-viability-hepg2-p1	CID_156414	PBIOA014_HEPG2_24H:E07	130
tox21-rt-viability-hepg2-p1	CID_2578	PBIOA016_HEPG2_24H:H13	131
tox21-rt-viability-hepg2-p1	CID_2662	PBIOA013_HEPG2_24H:L13	132
tox21-rt-viability-hepg2-p1	CID_969516	POL001_HEPG2_24H:D07	133
tox21-rt-viability-hepg2-p1	CID_3062316	PBIOA014_HEPG2_24H:K13	134
tox21-rt-viability-hepg2-p1	CID_30323	POL001_HEPG2_24H:N01	135
tox21-rt-viability-hepg2-p1	CID_667476	PCLB003_HEPG2_24H:BRD-K95309561-001-20-5:10	136
tox21-rt-viability-hepg2-p1	CID_176167	LJP005_HEPG2_24H:D13	137
tox21-rt-viability-hepg2-p1	CID_5757	PCLB002_HEPG2_24H:BRD-K18910433:10	138
tox21-rt-viability-hepg2-p1	CID_5284558	PBIOA013_HEPG2_24H:O07	139
tox21-rt-viability-hepg2-p1	CID_5288209	PBIOA016_HEPG2_24H:C13	140
tox21-rt-viability-hepg2-p1	CID_3385	PBIOA018_HEPG2_24H:L19	141
tox21-rt-viability-hepg2-p1	CID_104741	PCLB002_HEPG2_24H:BRD-A83237092:10	142
tox21-rt-viability-hepg2-p1	CID_123631	PBIOA014_HEPG2_24H:C01	143
tox21-rt-viability-hepg2-p1	CID_299	CRCGN009_HEPG2_24H:BRD-A68045637:10.5984	144
tox21-rt-viability-hepg2-p1	CID_208908	ABY001_HEPG2_XH:BRD-K19687926:10:24	145
tox21-rt-viability-hepg2-p1	CID_51082	POL001_HEPG2_24H:C19	146
tox21-rt-viability-hepg2-p1	CID_24964624	PBIOA017_HEPG2_24H:N13	147
tox21-rt-viability-hepg2-p1	CID_4485	PBIOA019_HEPG2_24H:E07	148
tox21-rt-viability-hepg2-p1	CID_26596	PBIOA019_HEPG2_24H:M19	149
tox21-rt-viability-hepg2-p1	CID_6918454	LJP005_HEPG2_24H:L07	150
tox21-rt-viability-hepg2-p1	CID_4915	PBIOA014_HEPG2_24H:D13	151
tox21-rt-viability-hepg2-p1	CID_5035	PCLB002_HEPG2_24H:BRD-K63828191:10	152
tox21-rt-viability-hepg2-p1	CID_10127622	PBIOA019_HEPG2_24H:D07	153
tox21-rt-viability-hepg2-p1	CID_54454	PBIOA015_HEPG2_24H:P07	154
tox21-rt-viability-hepg2-p1	CID_406563	LJP006_HEPG2_24H:B07	155
tox21-rt-viability-hepg2-p1	CID_2733525	PBIOA018_HEPG2_24H:J19	156
tox21-rt-viability-hepg2-p1	CID_2733526	PBIOA018_HEPG2_24H:J19	156
tox21-rt-viability-hepg2-p1	CID_3038522	PBIOA020_HEPG2_24H:F13	157
tox21-are-bla-p1	CID_7847	CRCGN009_HEPG2_24H:BRD-K24640516:10.2	158
tox21-are-bla-p1	CID_6450551	PBIOA021_HEPG2_24H:K19	127
tox21-are-bla-p1	CID_387447	PBIOA019_HEPG2_24H:O03	129
tox21-are-bla-p1	CID_156414	PBIOA014_HEPG2_24H:E07	130
tox21-are-bla-p1	CID_2578	PBIOA016_HEPG2_24H:H13	131
tox21-are-bla-p1	CID_2662	PBIOA013_HEPG2_24H:L13	132
tox21-are-bla-p1	CID_119182	PBIOA015_HEPG2_24H:I13	159
tox21-are-bla-p1	CID_969516	POL001_HEPG2_24H:D07	133
tox21-are-bla-p1	CID_667476	PCLB003_HEPG2_24H:BRD-K95309561-001-20-5:10	136
tox21-are-bla-p1	CID_176870	PBIOA022_HEPG2_24H:P19	160
tox21-are-bla-p1	CID_60198	PBIOA019_HEPG2_24H:P01	161
tox21-are-bla-p1	CID_123631	PBIOA014_HEPG2_24H:C01	143
tox21-are-bla-p1	CID_5280961	PCLB002_HEPG2_24H:BRD-K43797669:10	162
tox21-are-bla-p1	CID_55283	PBIOA015_HEPG2_24H:A13	163
tox21-are-bla-p1	CID_299	CRCGN009_HEPG2_24H:BRD-A68045637:10.5984	144
tox21-are-bla-p1	CID_208908	ABY001_HEPG2_XH:BRD-K19687926:10:24	145
tox21-are-bla-p1	CID_6230	CRCGN009_HEPG2_24H:BRD-K96037667:10.2802	164
tox21-are-bla-p1	CID_6918454	LJP005_HEPG2_24H:L07	150
tox21-are-bla-p1	CID_4993	CRCGN013_HEPG2_24H:BRD-K88429204:10.15	165
tox21-are-bla-p1	CID_5284452	POL001_HEPG2_24H:F19	166
tox21-are-bla-p1	CID_445154	LJP008_HEPG2_24H:M01	167
tox21-are-bla-p1	CID_10127622	PBIOA019_HEPG2_24H:D07	153
tox21-are-bla-p1	CID_54454	PBIOA015_HEPG2_24H:P07	154
tox21-are-bla-p1	CID_406563	LJP006_HEPG2_24H:B07	155
tox21-are-bla-p1	CID_5265	CVD001_HEPG2_24H:BRD-K55468218-001-16-2:10	168
tox21-are-bla-p1	CID_3038522	PBIOA020_HEPG2_24H:F13	157
tox21-are-bla-p1	CID_65399	PBIOA015_HEPG2_24H:P19	169
tox21-are-bla-p1	CID_5591	PBIOA022_HEPG2_24H:K10	170
tox21-rt-viability-hek293-p1	CID_60164	REP.A009_HEK293_24H:N07	171
tox21-rt-viability-hek293-p1	CID_10041070	REP.A010_HEK293_24H:L01	172
tox21-rt-viability-hek293-p1	CID_2170	REP.A012_HEK293_24H:I13	173
tox21-rt-viability-hek293-p1	CID_60795	REP.A022_HEK293_24H:F19	174
tox21-rt-viability-hek293-p1	CID_12456	REP.A010_HEK293_24H:L13	175
tox21-rt-viability-hek293-p1	CID_2378	REP.A027_HEK293_24H:F01	176
tox21-rt-viability-hek293-p1	CID_46780884	LJP007_HEK293_24H:D19	177
tox21-rt-viability-hek293-p1	CID_2519	REP.A012_HEK293_24H:L07	178
tox21-rt-viability-hek293-p1	CID_2554	REP.A023_HEK293_24H:N01	179
tox21-rt-viability-hek293-p1	CID_2662	REP.A012_HEK293_24H:L13	180
tox21-rt-viability-hek293-p1	CID_2708	REP.A009_HEK293_24H:D19	181
tox21-rt-viability-hek293-p1	CID_2769	REP.A010_HEK293_24H:F01	182
tox21-rt-viability-hek293-p1	CID_2799	REP.A012_HEK293_24H:L19	183
tox21-rt-viability-hek293-p1	CID_2818	REP.A013_HEK293_24H:A07	184
tox21-rt-viability-hek293-p1	CID_6167	REP.A012_HEK293_24H:A19	185
tox21-rt-viability-hek293-p1	CID_969516	REP.A016_HEK293_24H:N13	186
tox21-rt-viability-hek293-p1	CID_3062316	LJP009_HEK293_24H:G13	187
tox21-rt-viability-hek293-p1	CID_2724385	REP.A027_HEK293_24H:E07	188
tox21-rt-viability-hek293-p1	CID_3108	REP.A016_HEK293_24H:P13	189
tox21-rt-viability-hek293-p1	CID_156422	LJP007_HEK293_24H:J19	190
tox21-rt-viability-hek293-p1	CID_3168	REP.A027_HEK293_24H:J01	191
tox21-rt-viability-hek293-p1	CID_68873	REP.A012_HEK293_24H:E07	192
tox21-rt-viability-hek293-p1	CID_3316	REP.A010_HEK293_24H:C07	193
tox21-rt-viability-hek293-p1	CID_3333	REP.A009_HEK293_24H:G07	194
tox21-rt-viability-hek293-p1	CID_3397	REP.A009_HEK293_24H:A19	195
tox21-rt-viability-hek293-p1	CID_104741	REP.A012_HEK293_24H:O07	196
tox21-rt-viability-hek293-p1	CID_60749	REP.A010_HEK293_24H:N13	197
tox21-rt-viability-hek293-p1	CID_441140	REP.A010_HEK293_24H:C01	198
tox21-rt-viability-hek293-p1	CID_3878	REP.A028_HEK293_24H:E07	199
tox21-rt-viability-hek293-p1	CID_208908	REP.A004_HEK293_24H:D07	200
tox21-rt-viability-hek293-p1	CID_13109	REP.A010_HEK293_24H:M01	201
tox21-rt-viability-hek293-p1	CID_3033825	REP.A012_HEK293_24H:N13	202
tox21-rt-viability-hek293-p1	CID_3676	REP.A016_HEK293_24H:F13	203
tox21-rt-viability-hek293-p1	CID_4030	REP.A015_HEK293_24H:I01	204
tox21-rt-viability-hek293-p1	CID_6291	REP.A010_HEK293_24H:K19	205
tox21-rt-viability-hek293-p1	CID_28693	REP.A022_HEK293_24H:I19	206
tox21-rt-viability-hek293-p1	CID_6741	REP.A016_HEK293_24H:H01	207
tox21-rt-viability-hek293-p1	CID_51082	LJP008_HEK293_24H:B04	208
tox21-rt-viability-hek293-p1	CID_24964624	REP.A023_HEK293_24H:A19	209
tox21-rt-viability-hek293-p1	CID_119369	REP.A009_HEK293_24H:I19	210
tox21-rt-viability-hek293-p1	CID_4418	REP.A012_HEK293_24H:G19	211
tox21-rt-viability-hek293-p1	CID_4497	REP.A015_HEK293_24H:G19	212
tox21-rt-viability-hek293-p1	CID_4507	REP.A004_HEK293_24H:G19	213
tox21-rt-viability-hek293-p1	CID_4594	REP.A014_HEK293_24H:B07	214
tox21-rt-viability-hek293-p1	CID_4615	REP.A012_HEK293_24H:J01	215
tox21-rt-viability-hek293-p1	CID_10113978	LJP007_HEK293_24H:I07	216
tox21-rt-viability-hek293-p1	CID_33630	REP.A010_HEK293_24H:P13	217
tox21-rt-viability-hek293-p1	CID_16362	REP.A012_HEK293_24H:F19	218
tox21-rt-viability-hek293-p1	CID_5953	REP.A015_HEK293_24H:M01	219
tox21-rt-viability-hek293-p1	CID_14720269	REP.A014_HEK293_24H:M13	220
tox21-rt-viability-hek293-p1	CID_445154	LJP008_HEK293_24H:M01	221
tox21-rt-viability-hek293-p1	CID_6323490	REP.A009_HEK293_24H:G01	222
tox21-rt-viability-hek293-p1	CID_104850	REP.A010_HEK293_24H:H13	223
tox21-rt-viability-hek293-p1	CID_5073	REP.A016_HEK293_24H:J01	224
tox21-rt-viability-hek293-p1	CID_60149	REP.A023_HEK293_24H:E19	225
tox21-rt-viability-hek293-p1	CID_5482	REP.A009_HEK293_24H:N01	226
tox21-rt-viability-hek293-p1	CID_216237	REP.A022_HEK293_24H:P07	227
tox21-rt-viability-hek293-p1	CID_5564	REP.A014_HEK293_24H:P19	228
tox21-rt-viability-hek293-p1	CID_5591	REP.A010_HEK293_24H:F19	229
tox21-ahr-p1	CID_6293	PBIOA017_HEPG2_24H:L13	230
tox21-ahr-p1	CID_6450551	PBIOA021_HEPG2_24H:K19	127
tox21-ahr-p1	CID_176870	PBIOA022_HEPG2_24H:P19	160
tox21-ahr-p1	CID_123631	PBIOA014_HEPG2_24H:C01	143
tox21-ahr-p1	CID_5280961	PCLB002_HEPG2_24H:BRD-K43797669:10	162
tox21-ahr-p1	CID_123596	LJP006_HEPG2_24H:N13	231
tox21-ahr-p1	CID_57469	PBIOA019_HEPG2_24H:H13	232
tox21-ahr-p1	CID_4485	PBIOA019_HEPG2_24H:E07	148
tox21-ahr-p1	CID_26596	PBIOA019_HEPG2_24H:M19	149
tox21-ahr-p1	CID_10113978	DOSVAL001_HEPG2_24H:BRD-K74514084:10	233
tox21-ahr-p1	CID_9826528	PBIOA014_HEPG2_24H:J19	234
tox21-ahr-p1	CID_5284452	POL001_HEPG2_24H:F19	166
tox21-ahr-p1	CID_5280343	POL001_HEPG2_24H:F19	166
tox21-ahr-p1	CID_65399	PBIOA015_HEPG2_24H:P19	169
tox21-mitotox-p1	CID_6293	PBIOA017_HEPG2_24H:L13	230
tox21-mitotox-p1	CID_6450551	PBIOA021_HEPG2_24H:K19	127
tox21-mitotox-p1	CID_82146	PBIOA018_HEPG2_24H:M19	128
tox21-mitotox-p1	CID_969516	POL001_HEPG2_24H:D07	133
tox21-mitotox-p1	CID_30323	POL001_HEPG2_24H:N01	135
tox21-mitotox-p1	CID_969491	CRCGN013_HEPG2_24H:BRD-A85777636:10.15	235
tox21-mitotox-p1	CID_667476	PCLB003_HEPG2_24H:BRD-K95309561-001-20-5:10	136
tox21-mitotox-p1	CID_223368	PCLB002_HEPG2_24H:BRD-K04046242:10	236
tox21-mitotox-p1	CID_5757	PCLB002_HEPG2_24H:BRD-K18910433:10	138
tox21-mitotox-p1	CID_5870	PCLB002_HEPG2_24H:BRD-K81839095:10	237
tox21-mitotox-p1	CID_5288209	PBIOA016_HEPG2_24H:C13	140
tox21-mitotox-p1	CID_104741	PCLB002_HEPG2_24H:BRD-A83237092:10	142
tox21-mitotox-p1	CID_5280961	PCLB002_HEPG2_24H:BRD-K43797669:10	162
tox21-mitotox-p1	CID_123596	LJP006_HEPG2_24H:N13	231
tox21-mitotox-p1	CID_74990	PBIOA015_HEPG2_24H:O07	238
tox21-mitotox-p1	CID_299	CRCGN009_HEPG2_24H:BRD-A68045637:10.5984	144
tox21-mitotox-p1	CID_4115	CRCGN013_HEPG2_24H:BRD-K66195174:10.1258	239
tox21-mitotox-p1	CID_4211	PBIOA021_HEPG2_24H:L01	240
tox21-mitotox-p1	CID_24964624	PBIOA017_HEPG2_24H:N13	147
tox21-mitotox-p1	CID_26596	PBIOA019_HEPG2_24H:M19	149
tox21-mitotox-p1	CID_6918454	LJP005_HEPG2_24H:L07	150
tox21-mitotox-p1	CID_5284452	POL001_HEPG2_24H:F19	166
tox21-mitotox-p1	CID_5280343	POL001_HEPG2_24H:F19	166
tox21-mitotox-p1	CID_5035	PCLB002_HEPG2_24H:BRD-K63828191:10	152
tox21-mitotox-p1	CID_445154	LJP008_HEPG2_24H:M01	167
tox21-mitotox-p1	CID_5284616	POL001_HEPG2_24H:G07	241
tox21-mitotox-p1	CID_406563	LJP006_HEPG2_24H:B07	155
tox21-mitotox-p1	CID_5265	CVD001_HEPG2_24H:BRD-K55468218-001-16-2:10	168
tox21-mitotox-p1	CID_5833	CRCGN009_HEPG2_24H:BRD-K90027355:10.3222	242
tox21-mitotox-p1	CID_6505803	PBIOA021_HEPG2_24H:O04	243
tox21-mitotox-p1	CID_65399	PBIOA015_HEPG2_24H:P19	169
tox21-mitotox-p1	CID_5591	PBIOA022_HEPG2_24H:K10	170
tox21-pr-bla-antagonist-p1	CID_10041070	REP.A010_HEK293_24H:L01	172
tox21-pr-bla-antagonist-p1	CID_2170	REP.A012_HEK293_24H:I13	173
tox21-pr-bla-antagonist-p1	CID_56069	REP.A009_HEK293_24H:E01	244
tox21-pr-bla-antagonist-p1	CID_2662	REP.A012_HEK293_24H:L13	180
tox21-pr-bla-antagonist-p1	CID_2769	REP.A010_HEK293_24H:F01	182
tox21-pr-bla-antagonist-p1	CID_2818	REP.A013_HEK293_24H:A07	184
tox21-pr-bla-antagonist-p1	CID_3062316	LJP009_HEK293_24H:G13	187
tox21-pr-bla-antagonist-p1	CID_451668	LJP008_HEK293_24H:M13	245
tox21-pr-bla-antagonist-p1	CID_9782	REP.A016_HEK293_24H:N01	246
tox21-pr-bla-antagonist-p1	CID_5743	REP.A016_HEK293_24H:N01	246
tox21-pr-bla-antagonist-p1	CID_3316	REP.A010_HEK293_24H:C07	193
tox21-pr-bla-antagonist-p1	CID_3333	REP.A009_HEK293_24H:G07	194
tox21-pr-bla-antagonist-p1	CID_3397	REP.A009_HEK293_24H:A19	195
tox21-pr-bla-antagonist-p1	CID_104741	REP.A012_HEK293_24H:O07	196
tox21-pr-bla-antagonist-p1	CID_441140	REP.A010_HEK293_24H:C01	198
tox21-pr-bla-antagonist-p1	CID_3033825	REP.A012_HEK293_24H:N13	202
tox21-pr-bla-antagonist-p1	CID_3003141	REP.A023_HEK293_24H:L07	247
tox21-pr-bla-antagonist-p1	CID_6291	REP.A010_HEK293_24H:K19	205
tox21-pr-bla-antagonist-p1	CID_6741	REP.A016_HEK293_24H:H01	207
tox21-pr-bla-antagonist-p1	CID_51082	LJP008_HEK293_24H:B04	208
tox21-pr-bla-antagonist-p1	CID_4497	REP.A015_HEK293_24H:G19	212
tox21-pr-bla-antagonist-p1	CID_4507	REP.A004_HEK293_24H:G19	213
tox21-pr-bla-antagonist-p1	CID_10113978	LJP007_HEK293_24H:I07	216
tox21-pr-bla-antagonist-p1	CID_5865	REP.A018_HEK293_24H:C01	248
tox21-pr-bla-antagonist-p1	CID_445154	LJP008_HEK293_24H:M01	221
tox21-pr-bla-antagonist-p1	CID_104850	REP.A010_HEK293_24H:H13	223
tox21-pr-bla-antagonist-p1	CID_5282219	REP.A012_HEK293_24H:F13	249
tox21-pr-bla-antagonist-p1	CID_216237	REP.A022_HEK293_24H:P07	227
tox21-pr-bla-antagonist-p1	CID_5564	REP.A014_HEK293_24H:P19	228
tox21-pr-bla-antagonist-p1	CID_5591	REP.A010_HEK293_24H:F19	229
tox21-pr-bla-antagonist-p1	CID_443955	REP.A016_HEK293_24H:G07	250
